,Index_A,Index_B,Index_C,Index_D,Index_E,Index_F
2015-02-18,4390.91015625,2099.679931640625,15.293965339660645,4402.0600921276955,60.216087341308594,236.3260040283203
2015-02-19,4411.85986328125,2097.449951171875,15.243239402770996,4357.268710533791,60.045108795166016,240.2830047607422
2015-02-20,4443.0498046875,2110.300048828125,15.18405818939209,4389.919532975416,60.419620513916016,243.7790069580078
2015-02-23,4449.490234375,2109.659912109375,15.082608222961426,4347.886479000783,60.55802536010742,238.89199829101562
2015-02-24,4451.02978515625,2115.47998046875,15.09106159210205,4382.561009680724,60.948822021484375,238.73500061035156
2015-02-25,4440.58984375,2113.860107421875,15.319331169128418,4447.423126065394,60.8918342590332,237.47000122070312
2015-02-26,4462.27001953125,2110.739990234375,15.192513465881348,4465.919233555509,60.68828582763672,236.42599487304688
2015-02-27,4440.669921875,2104.5,15.361601829528809,4454.843611775287,60.68828582763672,253.8280029296875
2015-03-02,4483.0498046875,2117.389892578125,15.1417875289917,4438.022110808898,60.826690673828125,275.6700134277344
2015-03-03,4458.77978515625,2107.780029296875,15.234786987304688,4455.55198956326,60.492881774902344,281.7019958496094
2015-03-04,4445.35986328125,2098.530029296875,15.09951400756836,4407.841781217723,60.31377029418945,273.0920104980469
2015-03-05,4452.06005859375,2101.0400390625,15.040334701538086,4466.914317498254,60.240501403808594,276.1780090332031
2015-03-06,4399.22998046875,2071.260009765625,14.854338645935059,4448.510350955176,59.450748443603516,272.7229919433594
2015-03-09,4412.990234375,2079.429931640625,14.812067031860352,4468.856306856331,59.76014709472656,289.60699462890625
2015-03-10,4329.080078125,2044.1600341796875,14.6176176071167,4459.7091049057,58.555179595947266,291.760009765625
2015-03-11,4305.3798828125,2040.239990234375,14.693704605102539,4360.44988492754,58.62030792236328,296.3789978027344
2015-03-12,4336.22998046875,2065.949951171875,14.62607192993164,4420.141131335284,59.25535583496094,294.35400390625
2015-03-13,4314.89990234375,2053.39990234375,14.330168724060059,4320.744817982054,58.937828063964844,285.3370056152344
2015-03-16,4370.47021484375,2081.18994140625,14.313258171081543,4290.807851000748,59.63801956176758,290.5929870605469
2015-03-17,4375.6298828125,2074.280029296875,14.21180534362793,4349.491825778819,59.47518539428711,285.5050048828125
2015-03-18,4422.5,2099.5,14.6007080078125,4337.1432010384215,60.51731872558594,256.29901123046875
2015-03-19,4426.81982421875,2089.27001953125,14.35552978515625,4390.820874955117,59.99626541137695,260.9280090332031
2015-03-20,4458.5400390625,2108.10009765625,14.549979209899902,4357.269356448535,60.90812683105469,261.7489929199219
2015-03-23,4445.5400390625,2104.419921875,14.719069480895996,4415.66254133899,61.136077880859375,266.739990234375
2015-03-24,4430.990234375,2091.5,14.6007080078125,4434.152041844631,60.90812683105469,245.59500122070312
2015-03-25,4329.2900390625,2061.050048828125,14.642977714538574,4480.287574108437,60.419620513916016,246.19700622558594
2015-03-26,4315.259765625,2056.14990234375,14.82052230834961,4434.889097762358,59.71128463745117,248.53199768066406
2015-03-27,4332.85986328125,2061.02001953125,14.524618148803711,4426.876968812393,59.75199508666992,247.0290069580078
2015-03-30,4382.81982421875,2086.239990234375,14.6007080078125,4305.341814148346,59.922996520996094,247.5260009765625
2015-03-31,4333.68994140625,2067.889892578125,14.431619644165039,4289.450054043653,59.81711959838867,244.2239990234375
2015-04-01,4311.259765625,2059.68994140625,14.693704605102539,4350.462665899907,59.5728759765625,247.27200317382812
2015-04-02,4316.009765625,2066.9599609375,14.6176176071167,4412.540602636846,59.971832275390625,253.0050048828125
2015-04-03,4316.009765625,2066.9599609375,14.6176176071167,4332.12959370839,59.971832275390625,254.32200622558594
2015-04-06,4350.97998046875,2080.6201171875,14.80361270904541,4332.8922206558145,60.72901153564453,255.49200439453125
2015-04-07,4344.080078125,2076.330078125,14.879700660705566,4323.813888703537,60.346351623535156,253.17999267578125
2015-04-08,4375.9599609375,2081.89990234375,14.592251777648926,4302.088049820633,60.51731872558594,245.02200317382812
2015-04-09,4403.9501953125,2091.179931640625,14.592251777648926,4358.842105691732,60.4603385925293,243.67599487304688
2015-04-10,4422.02001953125,2102.06005859375,14.744431495666504,4377.486848164063,60.997684478759766,236.07200622558594
2015-04-13,4409.2099609375,2092.429931640625,14.676797866821289,4375.176094373979,60.65573501586914,224.58700561523438
2015-04-14,4397.64013671875,2095.840087890625,14.744431495666504,4438.403258980583,60.8918342590332,219.15899658203125
2015-04-15,4424.52978515625,2106.6298828125,15.040334701538086,4364.097193049481,60.93254470825195,223.83299255371094
2015-04-16,4418.830078125,2104.989990234375,15.200967788696289,4427.329664483554,61.05467224121094,228.572998046875
2015-04-17,4351.7998046875,2081.179931640625,15.16715145111084,4399.55414512409,60.40333557128906,222.8820037841797
2015-04-20,4417.39990234375,2100.39990234375,15.09951400756836,4417.914950515666,61.062808990478516,224.62600708007812
2015-04-21,4435.97998046875,2097.2900390625,14.989608764648438,4420.857454521736,60.83486557006836,235.2689971923828
2015-04-22,4460.81005859375,2107.9599609375,15.040334701538086,4308.552294615684,61.03838348388672,234.17599487304688
2015-04-23,4477.06982421875,2112.929931640625,15.22633171081543,4412.548009464344,61.307064056396484,236.46200561523438
2015-04-24,4536.77978515625,2117.68994140625,15.217877388000488,4443.9007015587495,61.56759262084961,231.26800537109375
2015-04-27,4525.0400390625,2108.919921875,15.217877388000488,4493.7730816953435,61.50246810913086,229.28599548339844
2015-04-28,4515.27001953125,2114.760009765625,15.243239402770996,4465.468164443629,61.60832214355469,225.85499572753906
2015-04-29,4488.14990234375,2106.85009765625,15.344693183898926,4518.43999798608,61.16866683959961,225.80799865722656
2015-04-30,4414.25,2085.510009765625,15.463054656982422,4513.687685501992,60.883689880371094,236.14500427246094
2015-05-01,4479.06005859375,2108.2900390625,15.446145057678223,4535.936458220628,61.1035270690918,232.07899475097656
2015-05-04,4482.60986328125,2114.489990234375,15.437691688537598,4495.527323647322,61.73857498168945,239.01800537109375
2015-05-05,4409.39013671875,2089.4599609375,15.564507484436035,4402.5575301026065,60.948822021484375,236.12100219726562
2015-05-06,4379.75,2080.14990234375,15.564507484436035,4490.554836888925,60.66387176513672,229.78199768066406
2015-05-07,4401.5498046875,2088.0,15.319331169128418,4484.785667182303,60.8918342590332,237.33399963378906
2015-05-08,4458.64990234375,2116.10009765625,15.403874397277832,4430.7458050549385,61.7222900390625,243.86300659179688
2015-05-11,4438.64013671875,2105.330078125,15.336236953735352,4364.375914810454,61.616458892822266,242.1580047607422
2015-05-12,4420.64990234375,2099.1201171875,15.496871948242188,4394.338698400696,61.27449035644531,241.11199951171875
2015-05-13,4426.56005859375,2098.47998046875,15.513777732849121,4449.908537450396,61.657169342041016,236.3769989013672
2015-05-14,4495.0400390625,2121.10009765625,15.606778144836426,4406.160055771415,62.113094329833984,236.9290008544922
2015-05-15,4494.2900390625,2122.72998046875,15.5983247756958,4427.195122713188,62.26780319213867,237.60499572753906
2015-05-18,4512.9501953125,2129.199951171875,15.556052207946777,4432.337942798334,61.746726989746094,233.1280059814453
2015-05-19,4503.72021484375,2127.830078125,15.22633171081543,4495.15496502423,62.87028121948242,231.94700622558594
2015-05-20,4505.2998046875,2125.85009765625,15.192513465881348,4489.018525978399,62.365482330322266,234.01800537109375
2015-05-21,4529.47021484375,2130.820068359375,15.378512382507324,4481.01270697862,62.53645706176758,235.343994140625
2015-05-22,4527.16015625,2126.06005859375,15.209421157836914,4494.247870626661,62.42247009277344,240.34800720214844
2015-05-25,4527.16015625,2126.06005859375,15.209421157836914,4497.579646465642,62.42247009277344,237.11000061035156
2015-05-26,4472.9599609375,2104.199951171875,14.913517951965332,4511.300759868823,61.51875305175781,237.11599731445312
2015-05-27,4546.06005859375,2123.47998046875,14.710614204406738,4523.509325011866,61.966556549072266,237.2830047607422
2015-05-28,4535.66015625,2120.7900390625,14.786701202392578,4536.306170950347,61.616458892822266,237.4080047607422
2015-05-29,4508.25,2107.389892578125,14.972698211669922,4515.144131012497,61.14423370361328,237.0959930419922
2015-06-01,4521.85009765625,2111.72998046875,14.938883781433105,4550.028264703908,61.421043395996094,222.92599487304688
2015-06-02,4508.89013671875,2109.60009765625,15.116421699523926,4541.50096147714,61.63274002075195,225.80299377441406
2015-06-03,4519.85986328125,2114.070068359375,14.921972274780273,4506.5718960012355,61.51875305175781,225.87399291992188
2015-06-04,4487.02978515625,2095.840087890625,14.786701202392578,4478.46811861985,60.90812683105469,224.32400512695312
2015-06-05,4477.18994140625,2092.830078125,14.854338645935059,4508.292395961254,60.84300231933594,224.95199584960938
2015-06-08,4431.509765625,2079.280029296875,14.862792015075684,4521.221023823597,60.435916900634766,228.48899841308594
2015-06-09,4427.60986328125,2080.14990234375,15.09951400756836,4542.292988790113,60.50104904174805,229.04800415039062
2015-06-10,4485.4599609375,2105.199951171875,15.15869426727295,4472.883758523064,61.421043395996094,228.80299377441406
2015-06-11,4488.47021484375,2108.860107421875,15.023426055908203,4438.191315586748,61.4861946105957,229.7050018310547
2015-06-12,4453.7900390625,2094.110107421875,14.871247291564941,4426.841412411655,61.062808990478516,229.98199462890625
2015-06-15,4432.919921875,2084.429931640625,14.80361270904541,4459.249668212653,60.72901153564453,236.822998046875
2015-06-16,4455.89990234375,2096.2900390625,14.845884323120117,4514.117845662723,60.875545501708984,250.89500427246094
2015-06-17,4468.97998046875,2100.43994140625,14.888157844543457,4470.5347983176125,61.07097244262695,249.28399658203125
2015-06-18,4531.85009765625,2121.239990234375,14.888157844543457,4450.452828259434,60.973270416259766,249.0070037841797
2015-06-19,4513.419921875,2109.989990234375,14.752886772155762,4435.639204988687,61.37220001220703,244.6060028076172
2015-06-22,4544.0400390625,2122.85009765625,14.80361270904541,4500.325278930194,61.445472717285156,246.99000549316406
2015-06-23,4548.740234375,2124.199951171875,14.981154441833496,4500.085203277176,61.543174743652344,244.29600524902344
2015-06-24,4524.60009765625,2108.580078125,14.879700660705566,4526.663584367259,61.03023910522461,240.51499938964844
2015-06-25,4514.009765625,2102.31005859375,14.896611213684082,4593.807629399851,60.936336517333984,242.7989959716797
2015-06-26,4484.27978515625,2101.489990234375,14.96424674987793,4526.2117721963405,61.15877914428711,243.593994140625
2015-06-29,4379.8701171875,2057.639892578125,14.896611213684082,4511.788743842934,59.510963439941406,257.0639953613281
2015-06-30,4396.759765625,2063.110107421875,15.217877388000488,4516.2589018008175,59.48624038696289,263.0719909667969
2015-07-01,4429.22998046875,2077.419921875,15.031882286071777,4472.991156665892,59.97235107421875,258.6210021972656
2015-07-02,4433.39013671875,2076.780029296875,15.00651741027832,4345.91159506979,60.095943450927734,255.41200256347656
2015-07-03,4433.39013671875,2076.780029296875,15.00651741027832,4398.267040270193,60.095943450927734,256.33599853515625
2015-07-06,4418.66015625,2068.760009765625,14.516165733337402,4405.704043182755,59.321468353271484,269.0299987792969
2015-07-07,4429.06005859375,2081.340087890625,14.431619644165039,4443.888236772763,59.527442932128906,266.2070007324219
2015-07-08,4351.580078125,2046.6800537109375,14.363986015319824,4413.009305061189,57.912567138671875,270.7850036621094
2015-07-09,4352.02978515625,2051.31005859375,14.533072471618652,4452.903323251261,59.04956817626953,269.2279968261719
2015-07-10,4420.14990234375,2076.6201171875,14.6007080078125,4411.714679229508,60.15361785888672,284.8940124511719
2015-07-13,4494.47021484375,2099.60009765625,14.609163284301758,4344.572695735743,60.2112922668457,292.0539855957031
2015-07-14,4523.47021484375,2108.949951171875,14.558433532714844,4369.7320409599015,60.73032760620117,287.4639892578125
2015-07-15,4528.35986328125,2107.39990234375,14.389349937438965,4392.946878403331,60.738582611083984,285.8290100097656
2015-07-16,4594.89990234375,2124.2900390625,14.321712493896484,4499.581774349493,61.216434478759766,278.0889892578125
2015-07-17,4661.60009765625,2126.639892578125,14.245623588562012,4553.034321421477,61.199981689453125,279.47198486328125
2015-07-20,4679.68017578125,2128.280029296875,14.017355918884277,4491.963550479827,61.04343795776367,278.9809875488281
2015-07-21,4674.41015625,2119.2099609375,14.076536178588867,4599.141772836447,60.91160202026367,275.8330078125
2015-07-22,4623.240234375,2114.14990234375,13.873631477355957,4667.657445951488,60.59029006958008,277.22198486328125
2015-07-23,4602.830078125,2102.14990234375,13.755269050598145,4697.9735807513935,60.80450439453125,276.04901123046875
2015-07-24,4557.3701171875,2079.64990234375,13.645362854003906,4645.5000814214545,60.054744720458984,288.27801513671875
2015-07-27,4519.08984375,2067.639892578125,13.383275985717773,4592.716293668211,59.46976852416992,293.6239929199219
2015-07-28,4560.22998046875,2093.25,13.493185043334961,4614.8421198112255,60.5326042175293,294.427001953125
2015-07-29,4581.60009765625,2108.570068359375,13.535457611083984,4564.137462562779,60.845680236816406,289.5899963378906
2015-07-30,4598.58984375,2108.6298828125,13.484729766845703,4524.74984222965,60.92808532714844,287.72198486328125
2015-07-31,4588.91015625,2103.840087890625,13.298733711242676,4568.129398026889,61.051666259765625,284.6499938964844
2015-08-03,4580.4599609375,2098.0400390625,13.078919410705566,4566.022091002286,60.85394287109375,281.22698974609375
2015-08-04,4567.47021484375,2093.320068359375,13.155010223388672,4603.93004121469,60.80450439453125,285.2179870605469
2015-08-05,4602.240234375,2099.840087890625,13.104283332824707,4595.6345724961875,61.035194396972656,281.8819885253906
2015-08-06,4528.509765625,2083.56005859375,13.095829010009766,4564.099670595957,60.384315490722656,278.5769958496094
2015-08-07,4520.080078125,2077.570068359375,13.045103073120117,4610.079562380091,60.48318862915039,279.5849914550781
2015-08-10,4573.10986328125,2104.179931640625,13.3240966796875,4613.143699039958,60.95281219482422,264.4700012207031
2015-08-11,4513.990234375,2084.070068359375,13.146553993225098,4501.535618020473,60.60675048828125,270.385986328125
2015-08-12,4528.18994140625,2086.050048828125,13.104283332824707,4534.918452558034,60.10417175292969,266.3760070800781
2015-08-13,4519.31982421875,2083.389892578125,13.045103073120117,4550.82323148287,60.054744720458984,264.0799865722656
2015-08-14,4530.740234375,2091.5400390625,12.960558891296387,4531.754695449602,60.1124267578125,265.67999267578125
2015-08-17,4566.3701171875,2102.43994140625,12.909832000732422,4554.421645641345,60.26072692871094,257.97601318359375
2015-08-18,4542.06982421875,2096.919921875,12.842196464538574,4500.775194865187,60.334869384765625,211.07899475097656
2015-08-19,4510.89990234375,2079.610107421875,12.698473930358887,4552.564269323018,59.65927505493164,226.6840057373047
2015-08-20,4385.1298828125,2035.72998046875,12.732291221618652,4575.794669636039,58.242156982421875,235.35000610351562
2015-08-21,4197.27001953125,1970.8900146484375,12.520930290222168,4560.739097450767,56.48720932006836,232.56900024414062
2015-08-24,4038.60009765625,1893.2099609375,12.20811939239502,4553.681118744849,54.33681869506836,210.4949951171875
2015-08-25,4016.320068359375,1867.6099853515625,12.258845329284668,4379.749589010644,54.691097259521484,221.60899353027344
2015-08-26,4219.60009765625,1940.510009765625,12.182756423950195,4181.451848504779,56.0999870300293,225.83099365234375
2015-08-27,4324.81982421875,1987.6600341796875,12.622384071350098,4020.6381323444884,57.55830001831055,224.7689971923828
2015-08-28,4329.1201171875,1988.8699951171875,12.952104568481445,3999.9372922619714,57.57477951049805,231.39599609375
2015-08-31,4274.580078125,1972.1800537109375,13.264914512634277,4217.973405753384,57.03923416137695,230.05599975585938
2015-09-01,4142.6298828125,1913.8499755859375,12.825288772583008,4332.196928337542,55.34197235107422,228.12100219726562
2015-09-02,4256.22998046875,1948.8599853515625,12.935194969177246,4335.109255715602,56.2153205871582,229.28399658203125
2015-09-03,4234.64990234375,1951.1300048828125,13.019739151000977,4292.259383311441,56.12470245361328,227.18299865722656
2015-09-04,4184.72021484375,1921.219970703125,12.859106063842773,4142.8991929416325,55.11128616333008,230.29800415039062
2015-09-07,4184.72021484375,1921.219970703125,12.859106063842773,4287.1628570529,55.11128616333008,239.8470001220703
2015-09-08,4303.52978515625,1969.4100341796875,12.952104568481445,4229.046257178621,56.7838249206543,243.60699462890625
2015-09-09,4253.4501953125,1942.0400390625,12.7830171585083,4241.635949339861,56.02582931518555,238.16799926757812
2015-09-10,4296.2998046875,1952.2900390625,12.892922401428223,4197.81142883355,56.14117431640625,238.4770050048828
2015-09-11,4323.22998046875,1961.050048828125,12.876014709472656,4285.085769783203,56.0999870300293,240.10699462890625
2015-09-14,4308.759765625,1953.030029296875,12.715381622314453,4230.675255787316,55.99288558959961,230.6439971923828
2015-09-15,4360.27978515625,1978.0899658203125,12.757654190063477,4306.664035404382,56.536643981933594,230.3040008544922
2015-09-16,4383.669921875,1995.31005859375,12.969013214111328,4318.399575403551,57.11339569091797,229.09100341796875
2015-09-17,4384.9599609375,1990.199951171875,12.884469032287598,4324.142048632902,57.12162399291992,229.80999755859375
2015-09-18,4323.85986328125,1958.030029296875,12.690018653869629,4370.597027396268,56.157657623291016,232.97500610351562
2015-09-21,4336.1298828125,1966.969970703125,12.83374309539795,4382.073632305716,56.108219146728516,227.0850067138672
2015-09-22,4274.10009765625,1942.739990234375,12.757654190063477,4366.394178192983,55.1854362487793,230.6179962158203
2015-09-23,4273.52978515625,1938.760009765625,12.65619945526123,4291.109927712139,55.20191955566406,230.2830047607422
2015-09-24,4261.10009765625,1932.239990234375,12.732291221618652,4326.449148678598,55.21015930175781,234.5290069580078
2015-09-25,4224.740234375,1931.3399658203125,12.808380126953125,4292.401768508504,55.66330337524414,235.1439971923828
2015-09-28,4103.47021484375,1881.77001953125,12.630837440490723,4278.104465118031,53.751834869384766,239.14199829101562
2015-09-29,4083.3701171875,1884.0899658203125,12.715381622314453,4234.559009498131,53.57058334350586,236.68699645996094
2015-09-30,4181.06005859375,1920.030029296875,12.808380126953125,4228.398456501349,55.012420654296875,236.05999755859375
2015-10-01,4192.9599609375,1923.8199462890625,12.723835945129395,4111.375906798645,55.061859130859375,237.5489959716797
2015-10-02,4267.4501953125,1951.3599853515625,12.808380126953125,4065.3245319733114,55.50676727294922,237.29299926757812
2015-10-05,4331.43017578125,1987.050048828125,12.977468490600586,4184.27372809611,57.07217025756836,240.38299560546875
2015-10-06,4306.7001953125,1979.9200439453125,13.231098175048828,4194.180295066608,56.948604583740234,246.06300354003906
2015-10-07,4333.4599609375,1995.8299560546875,13.205735206604004,4243.062351208931,57.44295120239258,242.968994140625
2015-10-08,4350.14990234375,2013.4300537109375,13.264914512634277,4339.178830626878,57.53358459472656,242.3040008544922
2015-10-09,4370.009765625,2014.8900146484375,13.3240966796875,4318.7758494586915,57.69011688232422,243.93099975585938
2015-10-12,4382.56005859375,2017.4599609375,13.112737655639648,4356.926756927219,57.66538619995117,245.30799865722656
2015-10-13,4352.93994140625,2003.68994140625,13.028192520141602,4373.070886812496,57.11339569091797,249.50799560546875
2015-10-14,4346.919921875,1994.239990234375,13.062010765075684,4339.9076226661255,57.30288314819336,251.98899841308594
2015-10-15,4418.22021484375,2023.8599853515625,13.028192520141602,4362.009685784345,58.242156982421875,254.32000732421875
2015-10-16,4438.6201171875,2033.1099853515625,13.03664779663086,4364.149529335577,58.242156982421875,262.8689880371094
2015-10-19,4462.06982421875,2033.6600341796875,12.799924850463867,4358.086853802999,58.1350212097168,263.43701171875
2015-10-20,4438.18017578125,2030.77001953125,12.825288772583008,4429.59818533998,58.20918273925781,269.4630126953125
2015-10-21,4413.52001953125,2018.93994140625,12.715381622314453,4524.12417469021,57.68189239501953,266.2720031738281
2015-10-22,4503.22021484375,2052.510009765625,12.757654190063477,4474.806590822233,58.54697799682617,274.02301025390625
2015-10-23,4624.08984375,2075.14990234375,12.681562423706055,4463.379400343989,58.95071792602539,276.4960021972656
2015-10-26,4630.85009765625,2071.179931640625,12.647747039794922,4434.572548940477,58.90126419067383,285.29998779296875
2015-10-27,4639.22998046875,2065.889892578125,12.588566780090332,4517.887006097013,58.81062698364258,293.7879943847656
2015-10-28,4678.580078125,2090.35009765625,12.799924850463867,4616.80067718906,58.95893859863281,304.6180114746094
2015-10-29,4670.759765625,2089.409912109375,12.723835945129395,4648.423461100447,59.387386322021484,313.8550109863281
2015-10-30,4648.830078125,2079.360107421875,12.850650787353516,4621.303410944026,58.843597412109375,328.0150146484375
2015-11-02,4703.919921875,2104.050048828125,12.7830171585083,4673.040204046884,59.329715728759766,361.1889953613281
2015-11-03,4719.0498046875,2109.7900390625,13.011283874511719,4659.424682970494,59.510963439941406,403.4169921875
2015-11-04,4717.5498046875,2102.31005859375,12.791471481323242,4650.733172933999,59.280269622802734,411.56298828125
2015-11-05,4702.89990234375,2099.929931640625,12.690018653869629,4758.3597645955715,59.502716064453125,386.35400390625
2015-11-06,4707.22998046875,2099.199951171875,12.613929748535156,4674.991217475501,59.14020919799805,374.4700012207031
2015-11-09,4655.52001953125,2078.580078125,12.504022598266602,4733.73713782283,58.52226638793945,380.2569885253906
2015-11-10,4641.72998046875,2081.719970703125,12.478658676147461,4664.97769577812,58.637611389160156,336.8190002441406
2015-11-11,4636.93994140625,2075.0,12.351842880249023,4696.122521331837,58.57169723510742,311.0840148925781
2015-11-12,4588.93017578125,2045.969970703125,12.174301147460938,4680.868176053561,57.8466682434082,338.1520080566406
2015-11-13,4502.14013671875,2023.0400390625,12.081304550170898,4643.221832927652,57.44295120239258,336.75299072265625
2015-11-16,4565.47021484375,2053.18994140625,12.140483856201172,4611.952752369138,58.316287994384766,330.7510070800781
2015-11-17,4565.81982421875,2050.43994140625,11.954487800598145,4572.517781899894,58.382198333740234,335.093994140625
2015-11-18,4653.43994140625,2083.580078125,12.005213737487793,4517.438358230263,58.925987243652344,334.5899963378906
2015-11-19,4655.35009765625,2081.239990234375,12.005213737487793,4548.797879328648,58.95071792602539,326.14898681640625
2015-11-20,4686.35986328125,2089.169921875,11.98830509185791,4570.76137881593,59.181396484375,322.0220031738281
2015-11-23,4674.7900390625,2086.590087890625,12.081304550170898,4654.500270506309,58.81888198852539,323.0459899902344
2015-11-24,4669.41015625,2089.139892578125,12.27575397491455,4640.182958946953,59.082523345947266,320.0459899902344
2015-11-25,4672.8798828125,2088.8701171875,12.258845329284668,4736.596330927917,59.066062927246094,328.20599365234375
2015-11-26,4672.8798828125,2088.8701171875,12.258845329284668,4689.607230718022,59.066062927246094,352.6839904785156
2015-11-27,4680.47021484375,2090.110107421875,12.072848320007324,4622.129049440033,58.884796142578125,358.0419921875
2015-11-30,4664.509765625,2080.409912109375,11.996759414672852,4677.236275895249,59.00836944580078,377.3210144042969
2015-12-01,4716.16015625,2102.6298828125,12.13202953338623,4657.4176395228305,59.37089920043945,362.4880065917969
2015-12-02,4686.22021484375,2079.510009765625,11.878398895263672,4700.419159012018,59.066062927246094,359.18701171875
2015-12-03,4606.75,2049.6201171875,12.01366901397705,4646.026162005602,58.50579833984375,361.0459899902344
2015-12-04,4716.1201171875,2091.68994140625,11.996759414672852,4713.45457908142,59.3791389465332,363.1830139160156
2015-12-07,4693.6201171875,2077.070068359375,11.650130271911621,4698.0526228187355,58.925987243652344,395.5360107421875
2015-12-08,4694.77001953125,2063.590087890625,11.590950012207031,4626.691588703716,58.36570739746094,415.56298828125
2015-12-09,4622.14013671875,2047.6199951171875,11.599404335021973,4687.816407027982,58.027915954589844,417.56298828125
2015-12-10,4643.0498046875,2052.22998046875,11.55713176727295,4685.770008538664,58.060874938964844,415.47900390625
2015-12-11,4537.56005859375,2012.3699951171875,11.43877124786377,4683.621224492474,56.95684051513672,451.93798828125
2015-12-14,4570.16015625,2021.93994140625,11.362680435180664,4607.041240376897,57.12162399291992,444.1820068359375
2015-12-15,4597.330078125,2043.4100341796875,11.337319374084473,4684.03526451511,57.62421417236328,465.3210144042969
2015-12-16,4664.56005859375,2073.070068359375,11.286591529846191,4546.748202774337,58.316287994384766,454.9339904785156
2015-12-17,4598.14013671875,2041.8900146484375,11.168231010437012,4541.347948201215,57.68189239501953,456.0780029296875
2015-12-18,4514.830078125,2005.550048828125,11.218957901000977,4618.428649808806,56.92388153076172,463.6159973144531
2015-12-21,4560.5498046875,2021.1500244140625,11.168231010437012,4714.054683767161,57.172943115234375,438.6390075683594
2015-12-22,4589.259765625,2038.969970703125,11.117504119873047,4621.877236490291,57.73099136352539,436.5719909667969
