,ActiveNodes,TxVolume,HashRate
2015-05-21,1000.0,3555788873.071289,199.09963533217214
2015-05-22,1000.0,6490117238.479614,200.8485644493422
2015-05-25,1000.0,3420050937.80365,202.0211729141336
2015-05-26,1000.0,3894630255.8898926,202.8276441828409
2015-05-27,1000.0,4469699960.678101,202.14022299319362
2015-05-28,1000.0,3283257742.63916,201.45189865102446
2015-05-29,1000.0,3510206176.9866943,202.23802152823797
2015-06-01,1000.0,5816250669.2352295,199.98503492991617
2015-06-02,1000.0,4619703449.630737,198.83585789048266
2015-06-03,1000.0,4009805471.911621,199.00119740545762
2015-06-04,1000.0,3303866379.9102783,198.44706028285742
2015-06-05,1000.0,4061845713.0584717,199.2725588021158
2015-06-08,1000.0,5341707200.500488,200.08234387831357
2015-06-09,1000.0,6494220966.47644,200.66268974198803
2015-06-10,1000.0,3639065855.383301,200.6339695778803
2015-06-11,1000.0,3311427306.3964844,199.23945081887157
2015-06-12,1000.0,3223818606.109619,199.85358874292547
2015-06-15,1000.0,4715643219.40918,199.84847120233036
2015-06-16,1000.0,10440242917.785645,202.23315020825203
2015-06-17,1000.0,10933197235.69336,202.91399622767722
2015-06-18,1000.0,7714286778.634644,201.78142635500626
2015-06-19,1000.0,5862056239.085388,200.27529338403306
2015-06-22,1000.0,4369870672.187805,200.83322453727334
2015-06-23,1000.0,3690995054.5059204,200.61363088881401
2015-06-24,1000.0,4171708612.913513,200.7523318641071
2015-06-25,1000.0,3917100481.9107056,200.99103233638655
2015-06-26,1000.0,3406296617.0654297,201.00507073836664
2015-06-29,1000.0,8931148684.439087,203.47637367511254
2015-06-30,1005.5413121694022,11715595431.317139,204.42428968977052
2015-07-01,1071.6279847597127,6990473965.19165,203.5626883453338
2015-07-02,1112.2149411642986,5504613938.047791,202.96021169183038
2015-07-03,1154.856208527709,4879048128.918457,202.372049031161
2015-07-06,1270.1180225041464,13224115783.996582,204.47181908441146
2015-07-07,1348.8051910367114,7682095144.3359375,204.12120117978588
2015-07-08,1444.7528533604868,10013683592.425537,204.67096206283557
2015-07-09,1517.328326938381,10850211345.690918,204.46173634637074
2015-07-10,1683.60626413251,28600509909.973145,206.44516634156912
2015-07-13,1828.738415474871,18123088816.757202,209.27506214436931
2015-07-14,1915.687206089724,8258035512.207031,208.32099937338722
2015-07-15,1967.3024462626688,7856467666.534424,208.12093182866155
2015-07-16,1951.280806486863,13760566219.848633,207.4470311524379
2015-07-17,1927.117275225931,7711023323.156738,207.51948887530256
2015-07-20,1902.3873323129048,6336048800.616455,206.93681417871105
2015-07-21,1853.981704455988,6325043952.246094,206.4791347510948
2015-07-22,1793.0932329417317,5375278842.102051,206.68264349648072
2015-07-23,1716.9232797142993,5115547041.815186,206.41019475124796
2015-07-24,1671.166432047283,10723769196.276855,207.8466699290987
2015-07-27,1674.9031331318824,8982545191.40625,207.473293246408
2015-07-28,1728.574239048563,7494227136.9140625,205.58378957332215
2015-07-29,1740.29906336071,7144938143.64624,205.25020636905538
2015-07-30,1733.1783475493883,6225095320.10498,205.0722268645166
2015-07-31,1684.8989654856564,6726023170.779419,205.30546898137786
2015-08-03,1629.8143300644194,6039096500.506592,204.57974878836114
2015-08-04,1555.9571766985991,6248755313.113403,205.41637207699637
2015-08-05,1429.1622351580086,5673720665.0390625,205.5424000058292
2015-08-06,1292.6032179993463,5235046763.705444,204.8350328797342
2015-08-07,1135.612184695576,11878112444.970703,204.8465018002637
2015-08-10,1096.9399205064615,5548421943.609619,201.20119605272558
2015-08-11,1070.909694539165,6876970137.670898,201.1677832312562
2015-08-12,1031.0414205300644,7142979180.255127,201.23740679264586
2015-08-13,1000.0,7311186468.24646,201.36369496005713
2015-08-14,1000.0,7197589817.578125,201.44506579104046
2015-08-17,1000.0,5576899655.401611,198.8277939216273
2015-08-18,1560.2727985833606,8896388607.56836,193.1179591151308
2015-08-19,1806.2046397150546,13798074082.025146,195.00904463168425
2015-08-20,1945.4989236664774,7595921446.990967,196.47502478338376
2015-08-21,2075.5200281729285,5389507497.857666,194.1415206027769
2015-08-24,2327.3648061846698,12465660957.336426,190.1399923186284
2015-08-25,2460.1277517039407,13537916127.56958,192.4238459010979
2015-08-26,2547.7413981223544,7183232246.09375,193.24848492315755
2015-08-27,2640.6996177720875,4923654791.098022,193.99437103362789
2015-08-28,2686.884362851251,7251163771.191406,194.81138390901168
2015-08-31,2728.7518918060723,4764620794.143677,194.67691564724626
2015-09-01,2774.497234825798,4693635244.40918,194.77267782890172
2015-09-02,2802.835369976191,4301459489.477539,194.7747636499088
2015-09-03,2831.570564638137,3971613182.525635,194.61035936870073
2015-09-04,2798.5557152473534,4827598882.202148,193.5907366699534
2015-09-07,2704.4817483586007,5082885595.986938,194.35470764672974
2015-09-08,2585.3303548068934,6547961130.029297,194.78610153755878
2015-09-09,2483.537551124018,5629267380.288696,194.58948864976665
2015-09-10,2375.56761586545,5059408899.681091,194.84775419287743
2015-09-11,2267.797966128649,4615984939.642334,195.43148549689155
2015-09-14,2178.0939864548714,4843016524.246216,194.51860960324734
2015-09-15,2043.3815361219636,4416724067.58728,193.99642656436285
2015-09-16,1909.4928071956665,4614854991.052246,194.21073894900692
2015-09-17,1773.0816323709116,4351544227.770996,194.7061790807292
2015-09-18,1595.4702132737707,4715926668.548584,195.04464276465347
2015-09-21,1516.685512673005,4468760430.12085,196.00399470756093
2015-09-22,1369.1874016488318,5767594652.760315,195.77695450220207
2015-09-23,1229.2086923130666,3973325992.442322,196.222887566495
2015-09-24,1082.1240538199743,5886162110.830688,197.12480968797044
2015-09-25,1000.0,5258666295.611572,197.01025774736956
2015-09-28,1000.0,5909916203.765869,198.5435766125453
2015-09-29,1000.0,5370735642.771912,204.26099046758858
2015-09-30,1000.0,4660650561.798096,201.70836434734238
2015-10-01,1000.0,4867093868.664551,200.64430706591793
2015-10-02,1000.0,4669427910.287476,201.00226738741625
2015-10-05,1000.0,5609553547.149658,204.6001223870266
2015-10-06,1000.0,6775369408.77533,203.62777720825665
2015-10-07,1000.0,5588092490.0390625,202.57358962365106
2015-10-08,1000.0,4486331267.021179,202.639111922361
2015-10-09,1000.0,4232959031.8634033,201.88014866535323
2015-10-12,1000.0,4265489073.0514526,202.26134723925597
2015-10-13,1000.0,7035751214.080811,203.11242409974702
2015-10-14,1000.0,6920273067.819214,203.27393854812414
2015-10-15,1000.0,6414840704.742432,203.88772983748564
2015-10-16,1000.0,9437390974.014282,204.55118371120844
2015-10-19,1000.0,6654102791.6015625,203.24109076822143
2015-10-20,1075.3564684903565,8323658569.555664,203.4810209124252
2015-10-21,1169.2025543377124,6826495226.968384,203.83051491974015
2015-10-22,1306.232822376535,10360426385.48584,204.75757926797226
2015-10-23,1440.4493989304517,8140733544.692993,204.8305713715689
2015-10-26,1599.6833020569288,9160640248.046875,207.20566677646048
2015-10-27,1792.60442564095,13611726598.236084,208.24650947532837
2015-10-28,2030.2236835322049,15477062388.8031,209.6508533299105
2015-10-29,2294.9981226804207,20242361403.07312,210.5570118818368
2015-10-30,2633.285274138312,25685215722.0459,211.6018152657626
2015-11-02,3192.9763266339082,36811660029.23584,215.81572309188834
2015-11-03,4063.7495447732867,83169253943.35938,219.19425135711293
2015-11-04,4784.729880844957,108611472607.42188,219.91575395102436
2015-11-05,5153.4311979410395,58658193552.234375,217.25942004007882
2015-11-06,5377.057218760773,45942601039.764404,216.14670012934855
2015-11-09,5596.35018852824,25942804887.95166,216.09508196614456
2015-11-10,5582.507392181515,32266554250.76416,212.62950308914867
2015-11-11,5496.854189208617,33307765474.54834,210.1709392523782
2015-11-12,5452.563387991057,26537425657.86743,212.8610769296303
2015-11-13,5381.962654782967,17512165776.550293,212.75909075081702
2015-11-16,5289.858474522378,15869466394.802856,211.7309252603556
2015-11-17,5209.447981123849,17090329851.5625,211.38098166327276
2015-11-18,5095.646452705264,14649621481.658936,211.74998181555202
2015-11-19,4945.7085454440285,14680324660.491943,211.0002827330319
2015-11-20,4779.6551168993565,17116403332.498169,210.35467016484793
2015-11-23,4600.2820821338555,8876948454.342651,210.2724978823072
2015-11-24,4420.960061058701,9397382385.687256,209.3922337400272
2015-11-25,4236.51240396621,13675326316.912842,209.91065929903718
2015-11-26,4074.2013442801813,37421534809.7229,212.0883513226027
2015-11-27,3941.908216518822,19756434891.11328,211.47425203835667
2015-11-30,3843.880466298392,27054520446.411133,213.19708001048548
2015-12-01,3694.3524807259196,21913197472.088623,211.1242161191271
2015-12-02,3480.7776061849295,19453748148.19336,211.21540317963496
2015-12-03,3284.6539254644226,18310411277.755737,210.41760845799777
2015-12-04,3071.144825349941,12996177288.272095,210.31408244668617
2015-12-07,3003.5356753256883,25099053990.4541,212.2220999240153
2015-12-08,3072.485441519833,24020122510.839844,212.91814451307496
2015-12-09,3166.0221702501326,37963657718.16406,211.84979027515388
2015-12-10,3247.8856618037876,21662618236.76758,210.67265533758498
2015-12-11,3609.823168307047,50139808171.875,212.09383212447673
2015-12-14,3901.6829258405273,57963975164.0625,208.15059342655593
2015-12-15,4255.33832261865,38677996431.68506,205.8398273094739
2015-12-16,4476.944139424262,49107394668.21289,204.4226682484993
2015-12-17,4741.808119011049,21881892855.76172,206.54821836458282
2015-12-18,5030.927112558817,27919001719.8761,208.12445917290205
2015-12-21,5164.815447657268,34055799201.34912,205.81352208287336
2015-12-22,5221.223031003022,22195494649.54834,209.46421875392514
2015-12-23,5175.156577688743,20864250567.456055,212.45614380137948
2015-12-24,5255.508696114695,26005667804.73633,210.5039072873134
2015-12-25,5302.941363819966,17806236352.020264,210.6907569434824
2015-12-28,5200.246991422611,20961337957.36084,208.8433810213245
2015-12-29,5117.008179134518,22340407447.677612,209.25063136045193
2015-12-30,4995.754043259892,20003955599.04785,208.81090825370046
2015-12-31,4813.38704199545,19804617432.110596,209.96023130975587
2016-01-01,4577.211643573773,15757160292.886353,210.67365371104947
2016-01-04,4299.795015734384,16664259084.014893,210.47226220531581
2016-01-05,3941.9337936835227,14912382001.00708,210.69476605276685
2016-01-06,3580.15387422949,14607807336.502075,209.62457570824668
2016-01-07,3415.676945821689,40107690949.017334,209.38685818247708
2016-01-08,3228.873415323008,25830938016.1438,208.52983790028327
2016-01-11,3117.2845475045024,18138912965.393066,206.3818123133096
2016-01-12,2858.5077849134127,50368814112.24365,206.74532773741868
2016-01-13,2516.912883392681,75184128830.07812,206.79495080003082
2016-01-14,2116.3103475703424,18910012312.27112,206.4632336994927
2016-01-15,2102.8089409359814,55870525122.228516,201.15522973117544
2016-01-18,2162.6579030311773,21063449115.353394,200.27523731763975
2016-01-19,2362.370887088741,17798499532.946777,197.9831835072735
2016-01-20,2356.362114412194,51150396937.25586,201.33725994977883
2016-01-21,2372.642839157992,28036484105.529785,200.7129413345683
2016-01-22,2527.1786134087015,35015842529.504395,195.5316041297181
2016-01-25,2618.844374388074,23136278481.054688,196.90838111476367
2016-01-26,2620.4093241856026,22802521371.154785,195.35835391075724
2016-01-27,2634.006446603615,18731309398.950195,196.3420445417892
2016-01-28,2695.1557101800563,22531324729.888916,195.01906372963865
2016-01-29,2697.390072744918,32682310490.197266,194.396697877497
2016-02-01,2807.566562959085,19270841862.5885,195.62874529194568
2016-02-02,2894.862044541037,15119723378.735352,195.91020128378355
2016-02-03,2969.0873064455604,16993015632.098389,195.06464217243226
2016-02-04,2894.475671352535,26993216239.40625,195.88654673909318
2016-02-05,2804.544360110985,16940510417.175293,195.57707904513904
2016-02-08,2867.001152542708,17802628851.07727,196.88873014944693
2016-02-09,2881.4334598620753,20801359777.313232,196.27425594988958
2016-02-10,2885.6546697211224,32490120205.17285,197.26230212929036
2016-02-11,2874.7490179152505,28236993425.024414,196.77966627321103
2016-02-12,2828.367214746305,25762067489.135742,196.89270056138255
2016-02-15,2761.8609992400884,29641901260.92383,198.36926837471367
2016-02-16,2698.7329102554486,29784563244.566895,199.06462072485564
2016-02-17,2659.1852808559206,34635325187.69531,200.00757040854708
2016-02-18,2455.5153278732346,32418224832.97119,198.24372829962402
2016-02-19,2264.6029651650324,23442479574.520874,198.46902380979796
2016-02-22,2186.714239274606,37377199320.53223,200.16594955138365
2016-02-23,2108.379941446303,35865595918.29199,199.81739568293654
2016-02-24,2067.4146254985217,28788021424.035645,200.40557749041008
2016-02-25,2036.010806490552,30056866561.401367,200.53254021998896
2016-02-26,2061.2450928390967,26571298367.370605,206.2405917868379
2016-02-29,2179.8042096326776,26565887557.632446,204.5788939706121
2016-03-01,2247.2377534364928,32588884122.86377,204.98717132844138
2016-03-02,2259.5296310297954,31780222020.523438,200.6197331514097
2016-03-03,2285.388985382779,42369179182.12891,201.22660185352092
2016-03-04,2264.0790339581104,37336312812.69238,202.63605243114307
2016-03-07,2265.8527867546,35533164565.74707,202.10566157360003
2016-03-08,2265.2363700609567,29107072352.223633,202.04124604346885
2016-03-09,2268.179442842249,29045303411.86914,201.87313372813907
2016-03-10,2233.3041049402764,33797162600.644043,203.29476528339242
2016-03-11,2196.3371295123134,31192281286.83008,203.73051563269195
2016-03-14,2106.7428531054047,39669632900.87891,203.87912238285082
2016-03-15,2011.4704397174505,27836615114.27307,203.7861215099254
2016-03-16,1868.6568704035767,27183194752.58789,204.2010958368183
2016-03-17,1829.6185858579609,35133883444.13452,202.7195958603504
2016-03-18,1764.7204474824193,42977967555.54199,202.10261012808655
2016-03-21,1597.7304710284923,25482608829.27246,203.53838567873325
2016-03-22,1423.8875161770295,27933905065.979004,203.69358837015042
2016-03-23,1268.8824222608137,25686193897.13745,203.19157299838346
2016-03-24,1054.3502136303991,28459158316.37256,203.23449179528478
2016-03-25,1000.0,21926823222.65625,202.89250448565625
2016-03-28,1000.0,29069495113.61084,202.0749611578206
2016-03-29,1000.0,31410097337.26758,200.86046378259135
2016-03-30,1000.0,27392001854.34265,200.00177847247622
2016-03-31,1000.0,25093420316.015625,199.67102043029965
2016-04-01,1000.0,21414472734.194946,199.8948069680218
2016-04-04,1000.0,21339521941.56189,198.82890833536771
2016-04-05,1000.0,25746253465.881348,200.32886070814072
2016-04-06,1000.0,25019897251.190186,199.94610243642205
2016-04-07,1000.0,24459433574.487305,199.92575112224054
2016-04-08,1000.0,26673119628.33252,199.13948052545976
2016-04-11,1000.0,21439956129.226685,198.8810020772119
2016-04-12,1000.0,30073178644.677734,199.29060716004813
2016-04-13,1000.0,29263240140.57617,200.02939940589476
2016-04-14,1000.0,19211913827.911377,200.25631932943048
2016-04-15,1000.0,23548917665.222168,201.52983124667261
2016-04-18,1000.0,23860046892.181396,201.16846308239803
2016-04-19,1000.0,22999448186.325073,201.7345855611992
2016-04-20,1000.0,32172887135.00244,202.11313157439537
2016-04-21,1000.0,30652898262.623047,202.53752882477372
2016-04-22,1000.0,26211296814.086914,201.89968174761177
2016-04-25,1154.3008435493662,40186420460.284424,203.4881002698269
2016-04-26,1370.6583372069983,36807934915.125,203.79357708640603
2016-04-27,1399.5149753186781,41607094004.015625,202.2484953895141
2016-04-28,1449.1437637270594,33255865795.140625,202.28405377683427
2016-04-29,1486.5401209716397,22417394828.88794,203.6133733699613
2016-05-02,1478.3588227301418,40966021547.79053,202.54363444531776
2016-05-03,1500.9345919942884,26732926530.46875,202.58037615210358
2016-05-04,1502.2349795503942,22518049107.598877,202.31904914983926
2016-05-05,1494.9430640233275,22596268485.791016,202.543946420136
2016-05-06,1533.2836117913537,33457627439.35547,203.34641551536515
2016-05-09,1586.367777177191,25553629262.13684,202.8466105552637
2016-05-10,1562.2342442292518,26583010061.78894,202.7587504121414
2016-05-11,1525.4562935326537,22910390824.987793,203.0303069927758
2016-05-12,1493.8875865523203,27217426237.78076,203.0266375665383
2016-05-13,1460.1824393170252,27725241967.010498,202.99443610693982
2016-05-16,1428.8322690462276,26873505622.23816,202.6063358822007
2016-05-17,1400.167463984514,29087625761.972046,202.37391062120952
2016-05-18,1362.316839189393,39483702754.4458,202.4838233933832
2016-05-19,1304.789847921432,42128660439.33716,201.37030778537672
2016-05-20,1220.734294945504,36294076970.75586,201.86018602983424
2016-05-23,1140.252457095794,22466470225.753784,201.80232978381724
2016-05-24,1067.8175868619462,29338011902.023315,201.7257895178266
2016-05-25,1000.0,29327792305.29785,202.11035004096874
2016-05-26,1000.0,29562359834.30786,202.3478616161642
2016-05-27,1000.0,78017865826.17969,203.39748461649387
2016-05-30,1710.246788609434,46957986754.81641,207.7368692231137
2016-05-31,2184.9328565812098,73570389807.1289,207.04410443241446
2016-06-01,2604.240049089265,46208300185.217285,206.9411982554271
2016-06-02,2955.2543942536886,32481780096.472168,206.39963857363114
2016-06-03,3510.794570517319,69453048186.03516,208.60772078801713
2016-06-06,4117.591226003911,42239991831.32617,208.391543700649
2016-06-07,4540.385451605379,62139857058.71582,207.54575511654508
2016-06-08,4897.946151594889,46686202808.69141,209.3681916811969
2016-06-09,5156.505383178532,40971693978.149414,208.64204895155777
2016-06-10,5399.062397035329,38685810530.34668,208.35498296465153
2016-06-13,6623.750786869091,171371158852.78125,216.44417752501585
2016-06-14,7402.9852040198775,127989755865.84473,215.131288741544
2016-06-15,8086.6823326305275,68907852580.81055,215.8296647991233
2016-06-16,9217.050990197982,208155290501.52344,219.18424177167458
2016-06-17,10006.683891467716,272094359555.9082,217.5622607305512
2016-06-20,10574.627892710958,128654054684.49023,216.9784370420096
2016-06-21,10665.388527017274,206624780526.3672,214.48151941845512
2016-06-22,10537.684021689352,158801132233.33008,210.8191353752757
2016-06-23,10439.539738208925,158154455775.0244,212.22699853629814
2016-06-24,10419.834384424254,149237872979.79297,214.36819006648724
2016-06-27,10316.465556922434,80031359831.78711,213.97620239787008
2016-06-28,10144.838683039306,89535224965.59375,213.58319847961204
2016-06-29,9916.833125109026,91156171926.75781,213.1554338780285
2016-06-30,9635.242908659722,93580372799.07227,216.0638665706028
2016-07-01,9308.912361175104,90915155743.2539,215.90939860160447
2016-07-04,8930.06208988718,62902645592.72461,216.1610845437071
2016-07-05,8437.897223693359,87500730299.56055,215.3884994614847
2016-07-06,7884.111032693278,91413262815.66602,215.45130296616162
2016-07-07,7190.851222576496,165323295291.0,213.36117886680077
2016-07-08,6568.8954997363935,94626271765.74707,213.2358232869268
2016-07-11,6271.727171576619,69888882321.16699,208.04007025962855
2016-07-12,5929.003352953647,91823003514.89062,209.06418204572674
2016-07-13,5562.270347991965,86029166442.62695,208.21128436105258
2016-07-14,5147.611820954057,64828185377.80762,208.32983705160996
2016-07-15,4895.817408616574,54170094992.31445,206.657517062021
2016-07-18,4714.10990922374,46757309544.98291,206.19551588590187
2016-07-19,4449.154078347898,41181498087.96387,206.69246610803103
2016-07-20,4176.068965765589,62998031702.9541,206.0449922082574
2016-07-21,3805.9917647425955,40227774348.913574,206.41331543736894
2016-07-22,3415.5404668789197,87292903100.46387,205.52713287245828
2016-07-25,3369.9675797579985,51135010320.77637,198.37991752933303
2016-07-26,3370.8176877934648,146739395284.76758,199.15252446671457
2016-07-27,3343.1071910555465,96491393525.13281,198.85063418212704
2016-07-28,2772.0084716069728,56613624672.924805,195.43727644065336
2016-07-29,2252.54463181998,39881714138.76343,196.29369735853166
2016-08-01,1959.0365879853803,73896671931.15234,194.24035152774425
2016-08-02,2772.634855986931,181174239352.64062,194.19806951407747
2016-08-03,3021.2302682222216,117791641547.85156,198.8750914578031
2016-08-04,3266.8633888272575,72454985571.5332,198.01956297513001
2016-08-05,3521.0222882176226,38026387969.329834,195.62500658471134
2016-08-08,3657.668540882772,36169018567.437744,197.05533990759324
2016-08-09,3799.2254314850534,54211769398.625,197.2927772715455
2016-08-10,3908.159324026801,60930362028.80859,197.903092520029
2016-08-11,3967.480166266609,43897922964.16016,195.99282960689902
2016-08-12,4001.7466680322946,40669660315.30762,195.7580206385455
2016-08-15,4076.4835551074166,32481466492.79785,194.2422292634573
2016-08-16,4119.172679545202,33725441794.262695,195.47711283694605
2016-08-17,4127.140110918482,31207598874.084473,194.90011452064513
2016-08-18,4214.2740676195135,34399695109.350586,196.77370019894641
2016-08-19,4211.698137913401,29145068155.22461,195.49890015598118
2016-08-22,4216.653298526658,42741434856.20117,197.08640918137402
2016-08-23,4162.225257044342,49794001642.65137,196.02738824197877
2016-08-24,4137.023910833382,32680608117.456055,196.34842827031414
2016-08-25,4088.17541594909,78650603068.84766,196.02546921064334
2016-08-26,3991.702533442728,28319893024.51172,195.8722833015049
2016-08-29,3828.2952808733635,63380263993.04199,195.05838616096761
2016-08-30,3620.5257344486113,40622946374.609375,195.26754618528776
2016-08-31,3426.1047934247904,43644310954.92969,195.50596174196122
2016-09-01,3202.83826570384,44023490937.54883,195.3561002054212
2016-09-02,3033.752932457165,45991621085.10742,196.26590334269682
2016-09-05,2811.3717507957545,50011406626.14746,197.88621239667728
2016-09-06,2590.0568674663573,47936990097.09668,198.21542671044296
2016-09-07,2329.9629151927907,46110711701.87988,198.3084175166435
2016-09-08,2087.9565972649834,54309737487.36572,198.91214640283107
2016-09-09,1755.5315773772243,40205803603.57666,198.62868009730525
2016-09-12,1764.084921493627,44287572835.30957,200.4197198215152
2016-09-13,1666.9813097551462,52955595683.776855,203.70766985093442
2016-09-14,1672.2725857610974,29238146352.044678,202.63647341940808
2016-09-15,1693.333264020324,36104230955.12695,201.74146076984925
2016-09-16,1698.7428146471404,39431031247.33887,201.91857048510911
2016-09-19,1732.0979200068116,33383445820.92285,201.11424866743948
2016-09-20,1758.0451485546032,44230911419.63281,201.24764347421285
2016-09-21,1760.5627367797877,49429723962.51221,200.39198922144527
2016-09-22,1761.159837384461,40002828450.54932,200.51241928612419
2016-09-23,1768.7498606912588,30785331391.662598,200.96655464064688
2016-09-26,1720.7533516195163,35968055775.305176,202.40687667095705
2016-09-27,1703.6886123348281,29958179290.625,201.70464057971097
