Date,Index_A,Index_B,Index_C,Index_D,Index_E,Index_F
1985-11-18,1000.0,1069.455211591631,1331.5307927064575,1000.0,1215.2439754569177,1000.0
1985-11-19,1000.0,1057.6642209998015,1297.910316049661,1000.0,1199.44358367709,1000.0
1985-11-20,1000.0,1064.571592273447,1303.4012058447809,1000.0,1205.8554635091214,1000.0
1985-11-23,1000.0,1056.219645600198,1297.239720875775,1000.0,1202.5967138567719,1000.0
1985-11-24,1000.0,1051.4461302239893,1292.5556167660786,1000.0,1199.5741477506438,1000.0
1985-11-25,1000.0,1059.6193728985338,1320.225708289464,1000.0,1224.2615652877478,1000.0
1985-11-26,1000.0,1068.975392177026,1312.7532647223284,1000.0,1224.9796317558305,1000.0
1985-11-27,1000.0,1074.8783775501768,1321.7798155577082,1000.0,1235.4289157092637,1000.0
1985-11-30,1000.0,1077.6024449584697,1331.6843023082292,1000.0,1241.9043265187802,1000.0
1985-12-01,1000.0,1079.2599944093622,1349.494970786045,1000.0,1248.9951721108002,1000.0
1985-12-02,1000.0,1071.7397547697462,1376.7512439422364,1000.0,1254.9723984109103,1000.0
1985-12-03,1000.0,1064.4315289894887,1369.5439698425691,1000.0,1248.9845724669146,1000.0
1985-12-04,1000.0,1067.0061574633098,1362.3065662042836,1000.0,1254.193592715344,1000.0
1985-12-07,1000.0,1069.0378510666333,1365.60568822067,1000.0,1261.6280736459612,1000.0
1985-12-08,1000.0,1069.9338087679682,1383.8802925379457,1000.0,1262.637637434856,1000.0
1985-12-09,1000.0,1065.5709113001085,1402.7686399860158,1000.0,1256.7593198024865,1000.0
1985-12-10,1000.0,1046.0748175305841,1387.6343785372112,1000.0,1246.2135647004384,1000.0
1985-12-11,1000.0,1037.9987340957225,1379.7364191189856,1000.0,1236.9050674935506,1000.0
1985-12-14,1000.0,1037.246856432908,1387.643168685304,1000.0,1245.2060372623694,1000.0
1985-12-15,1000.0,1037.9204518619517,1396.188453234209,1000.0,1257.791977537628,1000.0
1985-12-16,1000.0,1048.7959772881868,1409.7816222852014,1000.0,1284.0890341807026,1000.0
1985-12-17,1000.0,1042.1444638039313,1403.1713854922398,1000.0,1277.7015043110614,1000.0
1985-12-18,1000.0,1040.4379339280058,1404.3157514774832,1000.0,1285.936591610768,1000.0
1985-12-21,1000.0,1031.4902418280703,1362.0920366209834,1000.0,1266.5059151615358,1000.0
1985-12-22,1000.0,1032.0640681906223,1368.4818723751357,1000.0,1284.9330429261613,1000.0
1985-12-23,1000.0,1033.7496478969906,1371.9799311152208,1000.0,1282.868527078908,1000.0
1985-12-24,1000.0,1039.963378647208,1400.4489380751556,1000.0,1290.0669487007995,1000.0
1985-12-28,1000.0,1051.8402556514013,1403.0384203063595,1000.0,1292.62549018163,1000.0
1985-12-29,1000.0,1061.2710248563899,1398.0125225312847,1000.0,1297.3132899127895,1000.0
1985-12-30,1000.0,1059.951061676434,1395.5921654750148,1000.0,1292.3920722764672,1000.0
1985-12-31,1000.0,1049.499862759758,1361.11198053575,1000.0,1276.6487794334946,1000.0
1986-01-01,1000.0,1043.247272761686,1380.6555460769343,1000.0,1286.8610489016135,1000.0
1986-01-04,1000.0,1051.1630631287196,1399.5448929216868,1000.0,1289.2509924737863,1000.0
1986-01-05,1000.0,1055.256896058559,1371.439427861753,1000.0,1290.6820194982438,1000.0
1986-01-06,1000.0,1055.6885453611603,1375.5869240936868,1000.0,1290.100371373985,1000.0
1986-01-07,1000.0,1056.7417202284787,1398.2149912137131,1000.0,1308.9153359632296,1000.0
1986-01-08,1000.0,1067.504398445359,1397.9996439422184,1000.0,1321.7583250100306,1000.0
1986-01-11,1000.0,1057.4941239178897,1406.1300993704665,1000.0,1330.0579555954566,1000.0
1986-01-12,1000.0,1061.9298654327947,1398.9071869840757,1000.0,1333.636568027674,1000.0
1986-01-13,1000.0,1061.036585245514,1404.1576991635186,1000.0,1335.0336509334954,1000.0
1986-01-14,1000.0,1068.228592991573,1400.4543211891041,1000.0,1333.7537731235,1000.0
1986-01-15,1000.0,1066.972075968053,1388.3486064617084,1000.0,1323.8782474066277,1000.0
1986-01-18,1000.0,1080.408608293358,1394.4822673185338,1000.0,1333.8353568945017,1000.0
1986-01-19,1000.0,1097.8973642645442,1397.777051044776,1000.0,1341.0825008097904,1000.0
1986-01-20,1000.0,1117.2428432754396,1358.245733564206,1000.0,1330.4570137648166,1000.0
1986-01-21,1000.0,1118.9006586405123,1338.006542504954,1000.0,1330.6918496202375,1000.0
1986-01-22,1000.0,1117.0400948330805,1330.0156505520463,1000.0,1325.729920222065,1000.0
1986-01-25,1000.0,1117.6972935102924,1306.5479312238826,1000.0,1320.807988990211,1000.0
1986-01-26,1000.0,1117.629746473717,1308.0349994169428,1000.0,1314.22584548433,1000.0
1986-01-27,1000.0,1130.3689821973562,1325.3912717509036,1000.0,1326.3480274308358,1000.0
1986-01-28,1000.0,1144.6252312441684,1343.083568505758,1000.0,1365.8482416537074,1000.0
1986-01-29,1000.0,1154.030083969674,1338.7026336510219,1000.0,1366.4921902615322,1000.0
1986-02-01,1000.0,1157.1184538048485,1345.3121095396912,1000.0,1376.9315949138659,1000.0
1986-02-02,1000.0,1139.641819652437,1332.9971347751386,1000.0,1353.4808863974147,1000.0
1986-02-03,1000.0,1131.563406809357,1325.0945190769155,1000.0,1353.2482646683147,1000.0
1986-02-04,1000.0,1135.0408487355587,1345.4356372409911,1000.0,1369.4249854630518,1000.0
1986-02-05,1000.0,1134.3299373278667,1359.5666747723794,1000.0,1379.995671744817,1000.0
1986-02-08,1000.0,1108.7098061445884,1346.3675178634207,1000.0,1351.7520271866524,1000.0
1986-02-09,1000.0,1101.1374637639835,1340.6303903538958,1000.0,1345.9076909294993,1000.0
1986-02-10,1000.0,1109.321221168694,1353.6457604843185,1000.0,1351.725005458052,1000.0
1986-02-11,1000.0,1123.757999835928,1365.6837433729213,1000.0,1380.9491173690092,1000.0
1986-02-12,1000.0,1121.503389891858,1363.703223067929,1000.0,1389.1165420977798,1000.0
1986-02-15,1000.0,1116.2796518327814,1365.6058358588164,1000.0,1386.9208662917001,1000.0
1986-02-16,1000.0,1119.2677942621137,1368.4402611314506,1000.0,1383.4631864468713,1000.0
1986-02-17,1000.0,1104.6379715696569,1343.1729463681493,1000.0,1367.5890614003067,1000.0
1986-02-18,1000.0,1093.8466423085601,1330.5683509877515,1000.0,1346.4302922137863,1000.0
1986-02-19,1000.0,1095.3621578096788,1327.2730675631678,1000.0,1349.7485811090264,1000.0
1986-02-23,1000.0,1098.7066735885192,1331.9499374036973,1000.0,1367.5169461546006,1000.0
1986-02-24,1000.0,1099.6671265986015,1353.8425280629453,1000.0,1385.2527476285366,1000.0
1986-02-25,1000.0,1096.041811247228,1342.3877158520802,1000.0,1385.3388395191412,1000.0
1986-02-26,1000.0,1089.836273554643,1342.430190211082,1000.0,1383.675743747116,1000.0
1986-03-01,1000.0,1082.165649293034,1311.3093750086596,1000.0,1394.3447796278917,1000.0
1986-03-02,1000.0,1085.1784008710436,1323.3585102556954,1000.0,1407.5220159416742,1000.0
1986-03-03,1000.0,1080.3301471718662,1337.5214603402371,1000.0,1424.9150859157933,1000.0
1986-03-04,1000.0,1077.3760475593642,1333.0605396805684,1000.0,1432.3537339362888,1000.0
1986-03-05,1000.0,1083.6498952204818,1318.4999546410188,1000.0,1435.714896941854,1000.0
1986-03-08,1000.0,1088.5432711716778,1327.286105147161,1000.0,1431.8836870194102,1000.0
1986-03-09,1000.0,1102.632810399754,1333.6415752835753,1000.0,1446.8754201682982,1000.0
1986-03-10,1000.0,1114.6052414889427,1351.6556323430386,1000.0,1462.0894144899062,1000.0
1986-03-11,1000.0,1106.7470191245218,1343.2745554831197,1000.0,1455.6294845230636,1000.0
1986-03-12,1000.0,1108.3123543725221,1349.366491528455,1000.0,1467.2484710967399,1000.0
1986-03-15,1000.0,1123.8045357844246,1348.2992494394634,1000.0,1497.1968257074454,1000.0
1986-03-16,1000.0,1118.4186596965899,1344.3175054186606,1000.0,1477.3028449757026,1000.0
1986-03-17,1000.0,1111.1026527839392,1373.260998667123,1000.0,1481.187664477529,1000.0
1986-03-18,1000.0,1097.1360200569145,1369.2791410785153,1000.0,1469.4843662617511,1000.0
1986-03-19,1000.0,1078.7129402864732,1351.8408046487934,1000.0,1425.0640746886136,1000.0
1986-03-22,1000.0,1051.4836782731952,1335.6170986051557,1000.0,1386.449645499171,1000.0
1986-03-23,1000.0,1068.236548176884,1349.767397236241,1000.0,1409.7783362203118,1000.0
1986-03-24,1000.0,1075.909421588977,1394.4792691284865,1000.0,1425.7721628469676,1000.0
1986-03-25,1000.0,1066.5726951094796,1410.8387568395642,1000.0,1438.6853974165062,1000.0
1986-03-26,1000.0,1084.7446087836302,1441.6248422940678,1000.0,1450.8611700940853,1000.0
1986-03-29,1000.0,1099.7815605903916,1476.9301995463557,1000.0,1474.5348042411722,1000.0
1986-03-30,1000.0,1096.0192307820057,1477.8825450872134,1000.0,1463.7791501839195,1000.0
1986-03-31,1000.0,1095.7245785311252,1480.772845719818,1000.0,1465.8133025779682,1000.0
1986-04-01,1000.0,1077.0925772415012,1451.1075495742775,1000.0,1464.977744842449,1000.0
1986-04-02,1000.0,1071.1555780603398,1460.734010981825,1000.0,1456.9188425193709,1000.0
1986-04-05,1000.0,1069.638757162337,1485.4616742501946,1000.0,1468.9273924081501,1000.0
1986-04-06,1000.0,1063.2169103711626,1504.3776186748355,1000.0,1468.5948414890263,1000.0
1986-04-07,1000.0,1069.0574126806898,1520.768553311067,1000.0,1485.4779618682708,1000.0
1986-04-08,1000.0,1061.632620760397,1510.8099287879895,1000.0,1495.866370035651,1000.0
1986-04-09,1000.0,1066.230694663152,1497.4037491276288,1000.0,1491.7650364086949,1000.0
1986-04-12,1000.0,1059.2024262326966,1521.897848848611,1000.0,1486.1035032316838,1000.0
1986-04-13,1000.0,1052.5827334896856,1516.9335616076496,1000.0,1485.7858662391534,1000.0
1986-04-14,1000.0,1056.0086615539376,1518.2464849288026,1000.0,1477.8772917256088,1000.0
1986-04-15,1000.0,1039.874217139105,1487.43943485753,1000.0,1456.1507621719802,1000.0
1986-04-16,1000.0,1047.011694105969,1497.986317896001,1000.0,1449.8816143540841,1000.0
1986-04-19,1000.0,1032.5057468091404,1472.6220048706052,1000.0,1437.0279997011346,1000.0
1986-04-20,1000.0,1041.7126820277206,1476.8498389676668,1000.0,1432.5154568323742,1000.0
1986-04-21,1000.0,1041.7371577358272,1455.0430033578366,1000.0,1431.6864052106073,1000.0
1986-04-22,1000.0,1045.0171501640614,1444.62399766759,1000.0,1410.6177830148085,1000.0
1986-04-23,1000.0,1056.7837385367939,1431.9766780790198,1000.0,1410.7900621376618,1000.0
1986-04-26,1000.0,1061.9057445992485,1464.6937114917127,1000.0,1418.3230411802347,1000.0
1986-04-28,1000.0,1060.97913327818,1498.0575362664022,1000.0,1444.230721744526,1000.0
1986-04-29,1000.0,1043.7462080214857,1479.0152363021214,1000.0,1402.7753643075341,1000.0
1986-04-30,1000.0,1043.3545232027677,1483.12984329778,1000.0,1389.376542279906,1000.0
1986-05-03,1000.0,1045.163370086512,1498.3707051665765,1000.0,1403.643859793972,1000.0
1986-05-04,1000.0,1053.4354380739487,1529.7266397953126,1000.0,1420.5107005142497,1000.0
1986-05-05,1000.0,1065.373787667881,1571.288055606068,1000.0,1448.8537931538376,1000.0
1986-05-06,1000.0,1082.6278970986114,1585.9913158788097,1000.0,1466.2357743081,1000.0
1986-05-07,1000.0,1088.6000588370418,1584.0937795687976,1000.0,1471.0974081109782,1000.0
1986-05-10,1000.0,1104.4795563394216,1611.697842770462,1000.0,1479.2051013000978,1000.0
1986-05-11,1000.0,1123.960243524825,1642.4721966707282,1000.0,1504.8714346147551,1000.0
1986-05-12,1000.0,1119.0245785163306,1635.806118588138,1000.0,1503.7682616867044,1000.0
1986-05-13,1000.0,1125.082146087679,1644.068165031828,1000.0,1524.9160808121294,1000.0
1986-05-14,1000.0,1107.588031220541,1645.5457843835272,1000.0,1503.817163295731,1000.0
1986-05-17,1000.0,1099.0138421781219,1640.3374967139155,1000.0,1492.248678603898,1000.0
1986-05-18,1000.0,1110.776732893309,1641.5655848848703,1000.0,1496.9627737070136,1000.0
1986-05-19,1000.0,1112.55125267379,1737.6177647030445,1000.0,1515.637038672603,1000.0
1986-05-21,1000.0,1109.0513443837228,1731.1329862640648,1000.0,1511.1055449653834,1000.0
1986-05-24,1000.0,1094.5750015543167,1657.2512861667462,1000.0,1489.7762048849024,1000.0
1986-05-25,1000.0,1087.8551974407421,1666.2227850087409,1000.0,1486.789789543079,1000.0
1986-05-26,1000.0,1093.2370973863624,1660.3619764813795,1000.0,1492.2305620781592,1000.0
1986-05-27,1000.0,1100.433332684406,1636.1470548165898,1000.0,1492.6111194216178,1000.0
1986-05-28,1000.0,1093.825912606032,1591.0452819368452,1000.0,1469.6433063552815,1000.0
1986-05-31,1000.0,1080.2610926436291,1583.7707643399453,1000.0,1436.658109180751,1000.0
1986-06-01,1000.0,1080.852690776065,1584.489858644879,1000.0,1426.5035561699785,1000.0
1986-06-02,1000.0,1066.4419620288843,1545.010146374818,1000.0,1405.7018654937883,1000.0
1986-06-03,1000.0,1050.0746309419878,1536.3252188531096,1000.0,1377.3036583436449,1000.0
1986-06-04,1000.0,1063.53454727682,1555.3217226000977,1000.0,1353.4233197102653,1000.0
1986-06-07,947.8294457187477,1067.1751657475236,1560.6613116872493,1000.0,1361.890978742333,1000.0
1986-06-08,878.2607733369433,1078.4170116475275,1605.5793602507504,949.0045001427749,1361.555849806123,1000.0
1986-06-09,899.9983779603929,1085.5290401438658,1666.6213852900894,879.9834233227317,1378.4827884870379,1000.0
1986-06-10,926.0917652990548,1089.4960871265048,1670.2366573615263,898.0439250500316,1382.1697429878006,1000.0
1986-06-11,982.6096889125104,1092.5295742088063,1664.0319428076168,925.6846271391427,1391.9839915198238,1000.0
1986-06-14,1030.4331770465326,1126.278202929266,1676.9497922640428,981.9016369830057,1401.9960304402168,1000.0
1986-06-15,1073.9164964914676,1138.2478491717673,1651.0883588866195,1029.3229545188194,1399.0119244825412,1000.0
1986-06-16,1130.4346474936533,1144.357914971013,1623.6326606651685,1077.9557589720314,1407.4751284091506,1000.0
1986-06-18,1234.7837146617069,1156.2159082005692,1634.4607375883677,1131.6099320024493,1416.642351302292,1000.0
1986-06-21,1252.173949952953,1158.51288455879,1622.8939588787332,1231.9525764252746,1400.7894173608809,1000.0
1986-06-22,1221.7414550726105,1168.3257560024028,1608.9449591816867,1254.7605291084697,1402.0146412337986,1000.0
1986-06-23,1186.9609844901179,1175.4276546189162,1614.6243033921203,1227.2085185493822,1410.3581939385153,1000.0
1986-06-25,1200.0042294303776,1177.223261877368,1614.715339344462,1189.6849768957804,1414.4098593153367,1000.0
1986-06-28,1173.918118531075,1197.3461289070856,1639.5589212712089,1196.632323328995,1440.621495760162,1000.0
1986-06-29,1121.7392266630568,1217.0475113246105,1623.888051944642,1173.0503994845758,1448.2990577229612,1000.0
1986-06-30,1073.9164964914676,1205.4152821349307,1595.7667214623755,1124.8396347223536,1408.7832492375296,1000.0
1986-07-01,1052.1788918680181,1189.8031299145262,1558.318691793377,1072.6426830739279,1381.7190139799468,1000.0
1986-07-02,1108.6967396852303,1196.7730093927723,1563.6423757094637,1053.3545630445442,1385.065296899963,1000.0
1986-07-05,1100.0016220396071,1197.8136311768637,1573.342338200289,1110.6692766651054,1375.9830190265109,1000.0
1986-07-06,1060.8740095136413,1190.872534249483,1576.4086802871411,1098.2143824155116,1383.91382398961,1000.0
1986-07-07,1065.2216062345744,1186.621579882765,1587.9410593086964,1060.991180412272,1393.349573986672,1000.0
1986-07-08,1086.959210858024,1186.6058609703525,1623.3267317125512,1058.5591808571137,1400.9371552094303,1000.0
1986-07-09,1078.263865823671,1183.2439843799073,1645.0738760841693,1084.981249468794,1413.1912495017707,1000.0
1986-07-12,1143.4775134526963,1174.9145156740508,1629.4229038370065,1077.9665596952202,1410.2501627937372,1000.0
1986-07-13,1108.6967396852303,1164.8123682808007,1583.0910553497229,1140.885691761,1385.0778704301824,1000.0
1986-07-14,1130.4346474936533,1150.869625283726,1576.233592802454,1112.571742911536,1403.6326597806142,1000.0
1986-07-15,1143.4775134526963,1151.3808999284481,1546.456262017461,1127.4600062627608,1387.2466421602976,1000.0
1986-07-16,1139.1300683242496,1160.108944014652,1546.5133923016745,1142.7333778244167,1387.7282986352786,1000.0
1986-07-19,1121.7392266630568,1167.940915331203,1529.2201046722657,1139.689457195115,1378.3122933634913,1000.0
1986-07-20,1113.0447153873802,1170.8836995701167,1548.9081511747384,1125.2309022115276,1383.3922407288176,1000.0
1986-07-21,1078.263865823671,1171.5884417688283,1527.0066454428124,1110.1030963864719,1407.028740788272,1000.0
1986-07-22,1039.1363290939485,1177.6072612927976,1529.2838332459391,1081.020325562257,1403.723808963927,1000.0
1986-07-23,982.6096889125104,1177.5471956308124,1511.9950258664303,1039.3961094066105,1394.7775983675085,1000.0
1986-07-26,926.0917652990548,1161.8940017323544,1476.1285471257102,980.9059003968189,1357.1097705399843,1000.0
1986-07-27,960.8717053078442,1174.9641536323297,1494.7719174620083,927.1604239189363,1379.8026460812735,1000.0
1986-07-28,995.6527064640401,1169.259072228655,1500.3512652203003,961.4748793785711,1378.050954144652,1000.0
1986-07-29,995.6527064640401,1162.8075880933961,1504.1605792430487,994.6857447530846,1383.9371184571442,1000.0
1986-07-30,1000.0,1167.8440664858902,1499.4919884954904,996.0202633750115,1389.5074968665458,1000.0
1986-08-02,947.8294457187477,1170.7841296975198,1496.3348886974186,999.458721480468,1375.5619327780926,1000.0
1986-08-03,947.8294457187477,1179.925920776753,1494.0771607376475,948.2622363527587,1380.5536654344517,1000.0
1986-08-04,917.3965718571884,1189.008924515987,1473.109818341028,949.3024587911921,1372.66049138848,1000.0
1986-08-05,908.6937229947459,1193.5834645303134,1468.6352014040976,920.5178185148742,1366.027305266958,1000.0
1986-08-06,886.9556635938364,1179.2992741884054,1488.7369754195206,906.6521847373767,1370.2083814291914,1000.0
