Date,Network_Activity_Score,Active_Digital_Nodes
1986-03-04,1042.7006904587595,627.1175279933676
1986-03-05,1037.1538942862117,624.37689799098
1986-03-08,1057.4151328186565,634.5402853410887
1986-03-09,983.6043004455809,597.6676372384372
1986-03-10,1056.0338716247009,633.9151909118834
1986-03-11,987.6944546396719,599.7782505032553
1986-03-12,1040.0974022334835,626.0124923840474
1986-03-15,962.4924930997865,587.2428059010851
1986-03-16,997.1251164439393,604.5918856570479
1986-03-17,972.7826049827833,592.4533980103562
1986-03-18,1020.4471173309348,616.3184222683183
1986-03-19,1036.5902198461715,624.4227416098229
1986-03-22,1012.2828536016193,612.301826571433
1986-03-23,1065.6793364266696,639.0328360678445
1986-03-24,956.5496594673228,584.5007656720575
1986-03-25,981.6331795887504,597.0752938166574
1986-03-26,975.1829605879626,593.8829524001499
1986-03-29,1003.1462096387844,607.8973450094471
1986-03-30,1012.1806444154369,612.4473304816596
1986-03-31,955.7413137334682,584.2604332245616
1986-04-01,846.2283447070363,529.5367167952319
1986-04-02,937.3529647952432,575.1317949232217
1986-04-05,968.8027700576338,590.8894656383032
1986-04-06,968.4791903990753,590.7604438929103
1986-04-07,959.9537379005994,586.5304857275587
1986-04-08,1009.6408176619623,611.4067936921264
1986-04-09,1031.7039129343493,622.4711094122063
1986-04-12,1009.465491875631,611.3846669667333
1986-04-13,1043.054745390762,628.2120618081851
1986-04-14,1049.1457722218815,631.2903433076312
1986-04-15,1002.9744057503709,608.2374281557621
1986-04-16,966.3636403844051,589.9648135566656
1986-04-19,1054.0362059571164,633.8338644269076
1986-04-20,899.5773536624915,556.6372063634814
1986-04-21,990.5477277330627,602.1551614826533
1986-04-22,1109.4346147425172,661.6313730712668
1986-04-23,1014.1061912786473,613.9999294232182
1986-04-26,1035.363542610737,624.6613731731493
1986-04-28,1019.5892475026922,616.8069937030132
1986-04-29,949.8735008290201,581.9818884500635
1986-04-30,971.4286188237216,592.7922155313005
1986-05-03,1012.823108998369,613.5222287025105
1986-05-04,984.6597841748322,599.4733343746284
1986-05-05,985.4579937236102,599.9052072329036
1986-05-06,1050.8117458219942,632.614851365982
1986-05-07,1087.4076717993714,650.9455824385568
1986-05-10,1000.6577057915114,607.6033675185131
1986-05-11,1046.129330129296,630.3719477712917
1986-05-12,933.6019438071895,574.1410226941248
1986-05-13,1045.7680423587049,630.2568400537688
1986-05-14,1051.2514049875874,633.0312894520963
1986-05-17,916.2857541183654,565.5812321013716
1986-05-18,1002.8940523448729,608.9181492985116
1986-05-19,968.4357216621848,591.721752041054
1986-05-21,998.2928702330572,606.6830944103764
1986-05-24,991.6536951261138,603.396274940791
1986-05-25,981.9512103404389,598.5778006318399
1986-05-26,970.437333257121,592.8536301740672
1986-05-27,973.6153437146021,594.4754034866941
1986-05-28,963.5983010149718,589.4996502207651
1986-05-31,998.3041277351356,606.8853316647334
1986-06-01,975.8308013884008,595.6814365752523
1986-06-02,1063.815920996141,639.7067644630085
1986-06-03,1056.7453078852068,636.2042259914278
1986-06-04,998.9150713567866,607.3218758111041
1986-06-07,1028.7919310306818,622.293073731938
1986-06-08,984.8192785194524,600.3395155602095
1986-06-09,1020.8216837002582,618.3734862344987
1986-06-10,1014.770235556646,615.3805302465789
1986-06-11,1033.8657487304063,624.9610549173453
1986-06-14,989.9659787473928,603.0439380097249
1986-06-15,961.9363300833961,589.0618817616129
1986-06-16,1015.5730660268403,615.9130178172212
1986-06-18,971.6612232832489,593.9898645293118
1986-06-21,1047.500415331079,631.9422286371132
1986-06-22,1003.5101905201591,609.9798843155395
1986-06-23,993.6008841627269,605.0579992207097
1986-06-25,981.8442106838372,599.2124305651512
1986-06-28,1046.9651630190779,631.8056748166578
1986-06-29,1012.8781699631497,614.7949463725801
1986-06-30,909.0047113221526,562.8909851359678
1986-07-01,1053.1254710514097,634.9841330844827
1986-07-02,984.2264473219927,600.5673893036604
1986-07-05,992.4604609973652,604.717164225233
1986-07-06,952.49004309317,584.7647233570217
1986-07-07,1022.1059196077973,619.6054296982215
1986-07-08,1024.1565626590177,620.663519307718
1986-07-09,987.2781914163653,602.2571017702782
1986-07-12,920.9450291522242,569.1232887220939
1986-07-13,981.6676406444324,599.5173625520843
1986-07-14,955.6563957555447,586.5445081915268
1986-07-15,947.5708645867439,582.5345106910127
1986-07-16,965.5602535844755,591.5619732737648
1986-07-19,912.6077752152523,565.1185021730395
1986-07-20,972.3890621623249,595.041913730462
1986-07-21,1048.4258531368262,633.0930773015989
1986-07-22,1022.445547988324,620.1356928112342
1986-07-23,948.9138921731545,583.4026329875358
1986-07-26,1015.1440811918628,616.5504955807762
1986-07-27,1002.7628116888134,610.3926289131377
1986-07-28,1059.8086785452376,638.9483304252361
1986-07-29,879.3836391291354,548.7685788010714
1986-07-30,964.3416940213924,591.2803743310861
1986-08-02,1040.8332539055016,629.5589223570271
1986-08-03,959.874881103328,589.1125040398265
1986-08-04,1036.3026093923386,627.3591362682181
1986-08-05,1032.216280884884,625.3487400983772
1986-08-06,1002.5471528889822,610.5469441843125
1986-08-10,955.8990734548977,587.2556725511565
1986-08-11,996.7630648915033,607.7204363533457
1986-08-12,1026.1710510622588,622.4571975226097
1986-08-13,958.9173637536123,588.8631219521727
1986-08-16,1019.6890382351767,619.2817272768413
1986-08-17,1015.0349137285748,616.9874331074266
1986-08-18,1011.8365584535776,615.4210235538143
1986-08-19,1056.5856091352737,637.8283169785486
1986-08-20,1004.0917415896158,611.614151289606
1986-08-23,931.4589365387394,575.330516848054
1986-08-24,1000.6310288004687,609.949331062805
1986-08-25,1026.0391444554023,622.686156974158
1986-08-26,1016.9626415457782,618.1806736032323
1986-08-27,1024.905280686969,622.1847612577141
1986-08-30,1010.5773095332071,615.0535437647194
1986-08-31,1038.9918722587402,629.2935932113722
1986-09-01,954.3710045117535,587.0159274217652
1986-09-02,1008.2169757111305,613.9716811053399
1986-09-03,984.481977787955,602.1369502276385
1986-09-06,939.7907039752513,579.8240814051729
1986-09-07,984.7368139960107,602.329904499439
1986-09-08,1051.127816999204,635.5581740849219
1986-09-09,955.2424915693679,587.6482794538902
1986-09-10,978.1610128302133,599.1403081681991
1986-09-13,965.4461876063752,592.8156636401663
1986-09-14,1006.0937442232889,613.1722100325095
1986-09-15,945.8505338699592,583.083372939731
1986-09-16,1077.2752408148997,648.8284944960875
1986-09-17,948.2163719951882,584.3318281701181
1986-09-20,1055.4042570772858,637.9585387950532
1986-09-21,956.9767877271702,588.7775722038816
1986-09-22,978.1977181399401,599.4208054941529
1986-09-23,933.7902655589728,577.2498472875556
1986-09-24,963.0521586044285,591.9135618941697
1986-09-27,990.7368150743797,605.7886582130316
1986-09-28,1022.621522679587,621.7637800995215
1986-09-29,1005.4070298134117,613.1893017503202
1986-09-30,989.5397699974566,605.2884399262289
1986-10-01,1026.091417445096,623.597031733935
1986-10-04,1041.1771909112174,631.172686550882
1986-10-05,1022.2785242997674,621.7561213290431
1986-10-06,979.8220552638614,600.5606548949766
1986-10-07,943.4251854542015,582.3949880740329
1986-10-11,959.7743876348297,590.6023572482333
1986-10-12,987.5133247045499,604.5045938669796
1986-10-13,1037.5864530135575,629.5739261053698
1986-10-14,1017.0127761646768,619.3198557648157
1986-10-15,979.0168056447671,600.3546385887471
1986-10-18,989.4744932519802,605.61625047624
1986-10-19,970.1052334017069,595.9643886349896
1986-10-20,998.9398629571311,610.414471496588
1986-10-21,1066.6725772651253,644.3135967344714
1986-10-22,991.7559165114817,606.8880344415359
1986-10-25,989.4732454603807,605.7794669998716
1986-10-26,1052.0381036212757,637.0946641642055
1986-10-27,1073.8358066457495,648.0262837603286
1986-10-28,970.52614056244,596.4042188025602
1986-10-29,988.2143294536305,605.2810813320418
1986-11-01,1003.1532628300544,612.78331610414
1986-11-02,971.0707491062091,596.7748273261036
1986-11-03,1055.2294537736336,638.8869477437022
1986-11-04,943.7796076461075,583.1947927638255
1986-11-05,1022.134467869812,622.404990959564
1986-11-08,890.0306208689932,556.3858355430409
1986-11-09,1022.9305738422529,622.8685801135571
1986-11-10,1004.5227912898142,613.697456921224
1986-11-11,942.8401976859724,582.8889282031894
1986-11-12,1035.671552885184,629.3373738866815
1986-11-16,1004.6389214244076,613.8538262401796
1986-11-17,1002.1359695441352,612.6351183839296
1986-11-18,902.355020896267,562.7774121438819
1986-11-19,1027.6808794844424,625.4731095218558
1986-11-22,1037.2047609248298,630.2678183259359
1986-11-23,996.9205438229413,610.1584778588779
1986-11-24,1023.3685476498035,623.4152478561953
1986-11-25,947.2292029366729,585.3783435835162
1986-11-26,960.1941855877527,591.8936029929424
1986-11-29,1025.5400501047461,624.5993033353254
1986-11-30,1035.8546011017274,629.7893469177025
1986-12-01,940.1448792383528,581.9672540699014
1986-12-02,1002.5331511694158,613.1941581193191
1986-12-03,1007.4994816011815,615.7100914190884
1986-12-06,959.8936339705016,591.9399356876347
1986-12-07,1044.2643859164712,634.1580797445058
1986-12-08,1048.7038996178424,636.4106046790777
1986-12-09,1054.4011370069236,639.2919914575045
1986-12-10,977.2419448966072,600.7451634862326
1986-12-13,945.8794589150732,585.096688579352
1986-12-14,990.1602876838714,607.2698710476374
1986-12-15,1076.4023398588672,650.4236652190216
1986-12-16,975.7957336740349,600.1531302104917
1986-12-17,1038.8833272589382,631.7296950868296
1986-12-20,962.2583031198351,593.4499511011644
1986-12-21,994.0749781963935,609.3910567233299
1986-12-22,968.5922549415408,596.6824631797898
1986-12-23,1057.0845288599644,640.9613682228879
1986-12-27,1006.2354167744368,615.5695802640104
1986-12-28,942.462838029963,583.7160589756597
1986-12-29,980.8400225592196,602.9374193241744
1986-12-30,1026.380975341398,625.7406637991498
1986-12-31,1026.7589958627455,625.96244214371
1987-01-03,996.4434501930117,610.8374373927293
1987-01-04,1015.4830956579694,620.3900282090945
1987-01-05,961.068662998652,593.215579963322
1987-01-06,1027.4826383502261,626.4553357229954
1987-01-07,1025.8986749866158,625.6961221250765
1987-01-10,1067.8524235177547,646.7057644745323
1987-01-11,993.7854766333139,609.7050591161982
1987-01-12,989.8648206175861,607.7774991922206
1987-01-13,1024.7171699161413,625.2364419253845
1987-01-14,989.0719672753653,607.4466086888827
1987-01-17,987.3527193328737,606.6197528015233
1987-01-18,950.8037411671179,588.3780318025317
1987-01-19,933.0307812953881,579.524319950553
1987-01-20,985.5099368264632,605.796665799977
1987-01-21,992.1959024063738,609.1724166738185
1987-01-24,982.0823886437989,604.1484278764174
1987-01-25,907.414064789712,566.8470340332602
1987-01-26,1059.6457588544308,642.9956491495059
1987-01-27,1048.4328201689063,637.42194789063
1987-01-28,1048.8391026476418,637.657857213884
1987-01-31,965.6985464131044,596.1203471805015
1987-02-01,919.427348086076,573.0175161008736
1987-02-02,969.0397980291849,597.8565091563144
1987-02-03,1025.3678014188838,626.0532789350501
1987-02-04,947.9160971107732,587.3601948648811
1987-02-07,933.1881269872416,580.0289778870017
1987-02-08,1030.3731475141549,628.6542562343445
1987-02-09,986.3514321624885,606.6761666423977
1987-02-10,936.7994364256092,581.9329368578443
1987-02-11,1031.428264859233,629.2801191585424
1987-02-14,995.5974264561877,611.3974680409061
1987-02-15,1034.8780082773437,631.0705270353704
1987-02-16,968.6323253451069,597.9804536531384
1987-02-17,974.8796875657223,601.1369028473323
1987-02-18,984.7583864218827,606.1090203592988
1987-02-21,1040.8807408563644,634.202965660426
1987-02-22,988.9897449245817,608.290235778421
1987-02-23,990.7668274581805,609.2115451291066
1987-02-24,1070.5439300529974,649.1328645104014
1987-02-25,1033.6668872754872,630.7271112055325
1987-03-01,1048.3799293513482,638.1164003273493
1987-03-02,1012.0475277207588,619.982967595941
1987-03-03,1026.5391997355064,627.261571687201
1987-03-04,1020.6885551352814,624.3690174709749
1987-03-07,982.0847449858121,605.0998804801266
1987-03-08,906.725825191368,567.4531886667908
1987-03-09,946.4633956049906,587.3547419574884
1987-03-10,988.462536960393,608.3870807190758
1987-03-11,928.419430632516,578.3982956390237
1987-03-14,974.926365204168,601.6845310087359
1987-03-15,989.1459637331063,608.8270983570914
1987-03-16,976.0443758528909,602.3090725008699
1987-03-17,1045.5111018408627,637.0752035787422
1987-03-18,910.590610072577,569.6477257784856
1987-03-21,1006.3733463019495,617.5718619770581
1987-03-22,1007.1063226002706,617.971118210105
1987-03-23,996.942432047344,612.921941017528
1987-03-24,1069.3728369148298,649.1699115351572
1987-03-25,971.5292969120712,600.2809096176642
1987-03-28,1007.3451048833524,618.221581687191
1987-03-29,991.279726701141,610.2216606799717
1987-03-30,1028.9489183469504,629.0890245867627
1987-03-31,980.4589092619968,604.8767881281722
1987-04-01,977.7295688652359,603.544886013678
1987-04-04,1094.449235035621,661.9374871827569
1987-04-05,1003.9244510109199,616.7078632542926
1987-04-06,999.9521338874355,614.7544727764366
1987-04-07,974.7117605304085,602.1670541818095
1987-04-08,997.730638666537,613.70926133376
1987-04-11,1011.2100106082173,620.4817153884865
1987-04-12,960.0599293188432,594.9394428276858
1987-04-13,1008.6706574035919,619.2775749539463
1987-04-14,1031.5509662436475,630.7504974578604
1987-04-15,997.0372775699698,613.5264212049078
1987-04-18,1031.453679580917,630.7673902942678
1987-04-19,953.4927994235662,591.8197182994787
1987-04-20,1058.5593357131586,644.3857545281612
1987-04-21,1010.8422455781547,620.5599775445455
1987-04-22,1018.4127303102576,624.3779879944833
1987-04-25,984.6125069280732,607.5106443872774
1987-04-26,1067.404960910672,648.939639462463
1987-04-27,1029.0703216320028,629.8050879070147
1987-04-28,1015.6009631641998,623.1031767569996
1987-04-29,1061.4265360810405,646.0487312993062
1987-05-02,962.035991640471,596.3862271629077
1987-05-03,970.127772675466,600.4648857642915
1987-05-04,1065.5608758027004,648.214205411795
1987-05-05,1009.8484969224002,620.3907840555312
1987-05-06,1055.973586564286,643.4860969603604
1987-05-09,928.153881500852,579.6090125125297
1987-05-10,941.475664789737,586.3026722408586
1987-05-11,990.7774799178198,610.9863478887862
1987-05-12,964.8828622604079,598.0718071439666
1987-05-13,968.315715322162,599.8210017587298
1987-05-16,977.8586709441996,604.625247653635
1987-05-17,986.0041025776131,608.730731554228
1987-05-18,993.8393864060225,612.681141552319
1987-05-20,985.1535298206059,608.370981343497
1987-05-23,1016.9278065263487,624.2908877802547
1987-05-24,1044.796805034196,638.2581551180647
1987-05-25,953.3403575282803,592.562699448993
1987-05-26,987.4577086588164,609.6541430981474
1987-05-27,961.2006921748986,596.5584029400749
1987-05-30,1049.796751587195,640.8892007301095
1987-05-31,1026.739147014033,629.3931665274147
1987-06-01,988.3823032948887,610.2475127517288
1987-06-02,954.4643376916225,593.321298033982
1987-06-03,1047.5321372347482,639.8879658894311
1987-06-06,959.9472341007522,596.1282824063194
1987-06-07,942.5010158553678,587.4379413675135
1987-06-08,978.0797313712874,605.2600672093596
1987-06-09,1011.79961673698,622.1527779760922
1987-06-10,1037.305203535127,634.938339459052
1987-06-13,1023.999618538431,628.3183150445903
1987-06-14,948.2716116778081,590.4870796981652
1987-06-15,1020.1902723754232,626.4791781308589
1987-06-16,927.1323397024096,579.9829798782384
1987-06-20,966.8404379766414,599.8697970992407
1987-06-21,926.8057050884775,579.885198739045
1987-06-22,966.5707390026157,599.8004837800004
1987-06-23,967.375826257271,600.2357954912144
1987-06-27,954.4726657070215,593.8169832999758
1987-06-28,1093.0241547890223,663.1254959248625
1987-06-29,984.8165327207022,609.0544529745888
1987-06-30,915.9208854735298,574.6393974348889
1987-07-01,959.9533013285213,596.688373446271
1987-07-04,987.4559729876516,610.4724773597225
1987-07-05,962.2600171046519,597.9072675021089
1987-07-06,965.8163899914956,599.718222029417
1987-07-07,991.3031517622376,612.4943709986743
1987-07-08,922.6386110793561,578.1948687411199
1987-07-11,913.818836331719,573.8177494511876
1987-07-12,974.8351596580662,604.3586791982475
1987-07-13,998.0808878013657,616.0143113537836
1987-07-14,994.6867809044384,614.3500259892062
1987-07-15,1005.4892526498455,619.7840299457961
1987-07-18,1062.2304097809501,648.1873765952346
1987-07-19,958.5612083402056,596.3855439587486
1987-07-20,1050.6916459629958,642.48353085403
1987-07-21,978.1617910807018,606.2513714967694
1987-07-22,1070.0554497400171,652.2309689103133
1987-07-25,1043.2855668076747,638.8787955280284
1987-07-26,1035.6051582022096,635.0713593091822
1987-07-27,1045.8306411848928,640.21686888441
1987-07-28,990.4113746718664,612.5400037117831
1987-07-29,906.6460603006187,570.6901146100456
1987-08-01,957.806569341178,596.3031372142116
1987-08-02,1029.6727428852582,632.268992070138
1987-08-03,1025.1977136003325,630.0642455115614
1987-08-04,1033.0821218935669,634.0392177420648
1987-08-05,943.3676748399071,589.2147622991213
1987-08-09,994.6401139857921,614.8837499559501
1987-08-10,949.0555817489814,592.124251921431
1987-08-11,1028.0916103202694,631.6750342909613
1987-08-12,1060.8450273850915,648.0845109072586
1987-08-15,1011.8181741133541,623.6038523552762
1987-08-16,1102.8194158934707,669.1372413292208
1987-08-17,997.289694745668,616.4051488392058
1987-08-18,1033.1855962235038,634.38586766201
1987-08-19,1013.0122881654142,624.3319817168515
1987-08-22,954.822379519375,595.2697954777182
1987-08-23,1019.4549615158812,627.6188545598575
1987-08-24,992.2308722521481,614.0395780118772
1987-08-25,960.110753206892,598.0122865731355
1987-08-26,1044.5650307147384,640.2721934109451
1987-08-29,1040.1477702761156,638.0963312755199
1987-08-30,1010.099991454833,623.1052099487649
1987-08-31,969.4358642045173,602.8059144074933
1987-09-01,1002.9069469237746,619.5742238510084
1987-09-02,1010.1058278936499,623.2064324198323
1987-09-05,997.09234326862,616.7324581912036
1987-09-06,1009.4873626446004,622.96273596308
1987-09-07,1004.1376717711963,620.3206586102643
1987-09-08,1008.6749056936537,622.6220436553793
1987-09-09,1010.3741190496767,623.5044184172771
1987-09-12,1010.5179926627179,623.6091233076841
1987-09-13,1056.3786298962432,646.572210008333
1987-09-14,970.8791756143314,603.8552509512633
1987-09-15,1021.9272174403819,629.4120399481749
1987-09-16,916.865077458129,576.9137380409347
1987-09-19,1001.6009086634987,619.3144217275059
1987-09-20,1011.5249104092869,624.3091906842862
1987-09-21,921.9497225810793,579.5543648540688
1987-09-22,983.8447547504909,610.5346490226609
1987-09-23,1003.6378260590799,620.4639527608416
1987-09-26,976.5624414731765,606.9590285517762
1987-09-27,1035.3464387075378,636.3837952528432
1987-09-28,1034.0957050892862,635.7911965276037
1987-09-29,991.6745097561611,614.6133669449274
1987-10-03,954.5026438869237,596.060202094195
1987-10-04,924.248723478746,580.9660099739925
1987-10-05,981.4478712455315,609.5983519412715
1987-10-06,954.2055853347495,596.0099770697668
1987-10-07,1057.1516919057308,647.5157984391437
1987-10-10,1051.020716094833,644.4830786175812
1987-10-11,966.7413798320267,602.3761785700643
1987-10-12,1025.8430841606,631.9597988182372
1987-10-13,984.3746067915863,611.2583282176167
1987-10-14,1021.9782600332021,630.0929229223109
1987-10-17,1033.420748992645,635.8469354859186
1987-10-18,951.1289604497126,594.7338092983388
1987-10-19,967.5091776850861,602.9566859999118
1987-10-20,1002.1950993671793,620.3324149248447
1987-10-21,981.4284596821341,609.9818631662083
1987-10-24,1003.5576638703205,621.0792333441879
1987-10-25,1036.2177228078554,637.4420308968415
1987-10-26,1018.2655802470107,628.4987277003055
1987-10-27,968.221406289905,603.5094088056389
1987-10-28,935.9696463165614,587.4162969028534
1987-10-31,989.953346770993,614.4409152139556
1987-11-01,1011.2178502234373,625.105935024064
1987-11-02,962.9333931524305,600.9964745724469
1987-11-03,1013.283684382597,626.2043882714165
1987-11-04,996.0999975352913,617.6453129316499
1987-11-07,1026.030316161273,632.6432403285271
1987-11-08,1008.9908122467338,624.1562564551438
