Date,finbert_count,finbert_sentiment,finbert_sentiment_std,finbert_positive,finbert_negative,finbert_neutral,finbert_bull_ratio,finbert_bear_ratio,finbert_Index_A_ticker_sent,finbert_Index_B_ticker_sent,finbert_Index_C_ticker_sent,finbert_Index_D_ticker_sent,finbert_Index_E_ticker_sent,finbert_Index_F_ticker_sent
1985-07-31,5,0.47031838,0.4588835,0.49429083,0.023972493,0.48173672,0.4,0.0,0.7052317,0.0050999783,0.92557865,0.70513684,0.7052317,0.46810904
1985-08-03,5,0.15250106,0.5476668,0.30210105,0.14959998,0.54829895,0.2,0.0,0.1916272,0.30591324,0.19162723,0.46096763,0.19162722,0.102978855
1985-08-04,7,-0.16257985,0.30976686,0.06936406,0.23194392,0.698692,0.0,0.0,-0.18847491,-0.27163312,-0.18734507,-0.09491099,-0.18847491,-0.49134898
1985-08-05,4,0.20864908,0.46262363,0.31671393,0.10806483,0.57522124,0.25,0.0,0.50943124,0.14363852,0.60295373,0.04604004,0.50943124,0.50943124
1985-08-06,5,-0.08726596,0.70730096,0.26219967,0.34946567,0.3883347,0.0,0.4,0.16032287,0.37209886,-0.39899147,0.5838749,0.16032287,0.32658297
1985-08-07,5,0.1859263,0.5310313,0.31138256,0.12545626,0.5631612,0.2,0.0,0.6843283,0.47998843,0.28744212,0.22683866,0.6843283,0.6843283
1985-08-11,3,-0.2652769,0.6065041,0.16988945,0.43516636,0.3949442,0.0,0.33333334,0.0,-0.5052651,0.0,0.0,0.0,0.42449915
1985-08-12,7,0.114549085,0.47573695,0.2442213,0.12967221,0.62610644,0.14285715,0.0,0.16725984,0.11320654,0.41680852,0.25271386,0.16725984,-0.073908284
1985-08-13,6,-0.13919117,0.49155337,0.11609107,0.25528222,0.6286267,0.0,0.16666667,-0.18114738,-0.44686595,-0.123499535,-0.70595324,-0.18114738,-0.18114738
1985-08-14,6,-0.17565073,0.21032187,0.045355752,0.2210065,0.73363775,0.0,0.0,-0.24699645,-0.16710213,0.06551908,-0.3262547,-0.24699645,-0.2691114
1985-08-17,5,-0.098050594,0.29521757,0.071008764,0.16905935,0.75993186,0.0,0.2,0.033507653,0.04856012,0.033507653,-0.2615416,0.033507653,-0.06030972
1985-08-18,7,-0.12108475,0.60085547,0.218792,0.33987674,0.4413312,0.14285715,0.2857143,0.6829047,0.34441078,0.41085538,-0.404425,0.6829047,0.26985493
1985-08-19,6,0.030338252,0.10130469,0.07503039,0.044692133,0.88027745,0.0,0.0,0.052444723,0.008179575,0.055713315,-0.001351051,0.052444723,0.062735885
1985-08-20,7,0.34233633,0.46579558,0.3922388,0.04990247,0.55785877,0.2857143,0.0,0.649167,0.55217725,0.649167,0.5463353,0.649167,0.36976147
1985-08-21,1,0.9318259,0.0,0.95001364,0.018187786,0.031798534,1.0,0.0,0.9318259,0.9318259,0.9318259,0.9318259,0.9318259,0.0
1985-08-24,5,0.18409416,0.4342223,0.24547008,0.06137591,0.69315404,0.2,0.0,0.20624204,-0.05701902,0.27051353,-0.033536825,0.20624204,0.26804677
1985-08-25,7,0.03330118,0.32297125,0.13915424,0.105853066,0.75499266,0.14285715,0.0,-0.1794521,0.6488389,-0.41990396,0.028498102,-0.1794521,-0.16014056
1985-08-26,5,-0.15678883,0.42766625,0.068379804,0.22516863,0.7064516,0.0,0.2,-0.15123087,-0.41739103,-0.15123087,0.06361259,-0.15123087,-0.027864106
1985-08-27,7,0.24072926,0.6709153,0.4151855,0.17445624,0.41035825,0.42857143,0.14285715,0.17514385,0.44058412,-0.33521974,0.5260896,0.17514385,0.06758043
1985-08-28,5,0.28347716,0.79130316,0.49588186,0.21240473,0.2917134,0.4,0.2,0.9214008,0.79341465,0.29464895,0.4884216,0.9214008,0.91097575
1985-08-31,7,0.024545236,0.44989517,0.17509072,0.15054548,0.6743638,0.14285715,0.0,0.2656459,0.17129539,0.2656459,-0.041935813,0.26564592,0.045930047
1985-09-01,8,-0.16094926,0.5098499,0.14469662,0.30564588,0.54965746,0.125,0.125,-0.21212287,-0.05684764,0.26989084,-0.20353802,-0.21212287,-0.20601673
1985-09-02,5,0.28484717,0.45343396,0.3328014,0.04795422,0.6192444,0.2,0.0,-0.0016376488,0.5838749,-0.06744049,0.5838749,-0.0016376488,0.02110081
1985-09-03,3,-0.059768822,0.94894207,0.32397947,0.3837483,0.29227224,0.33333334,0.33333334,0.0,-0.960854,0.0,-0.5550055,0.0,0.9307045
1985-09-04,6,0.07904724,0.55318,0.27602884,0.1969816,0.5269895,0.16666667,0.0,0.06099975,0.7289184,-0.50633025,0.2992211,0.06099975,-0.2691114
1985-09-07,6,0.10679743,0.42183995,0.20249514,0.09569772,0.7018071,0.16666667,0.0,0.23591663,0.2857752,0.23591666,0.29436007,0.23591663,0.1717596
1985-09-08,6,-0.065440774,0.50145257,0.17734605,0.24278682,0.57986706,0.16666667,0.0,-0.26813942,-0.17298247,-0.26813942,-0.20960277,-0.26813945,-0.012152199
1985-09-09,4,-0.038555898,0.44386837,0.14543556,0.18399145,0.670573,0.0,0.25,-0.3182038,-0.63477,-0.3182038,-0.098212615,-0.3182038,0.02110081
1985-09-10,4,0.1654761,0.21857509,0.18788527,0.022409163,0.7897056,0.0,0.0,0.09462199,0.045566812,0.09462199,0.045566812,0.09462199,0.2853854
1985-09-11,4,0.5729887,0.22612971,0.5886558,0.015667101,0.3956771,0.25,0.0,0.5729887,0.6843283,0.6023567,0.47128284,0.5729887,0.6023567
1985-09-14,3,-0.2241837,0.7031191,0.16081817,0.38500187,0.4541799,0.0,0.33333334,0.43841344,0.0,-0.26169708,-0.14915694,0.43841344,0.43841344
1985-09-15,1,0.45846993,0.0,0.48326737,0.02479743,0.49193525,0.0,0.0,0.45846993,0.45846993,0.45846993,0.0,0.45846993,0.45846993
1985-09-16,3,0.4742253,0.42035347,0.48922348,0.014998135,0.4957784,0.33333334,0.0,0.0,0.0,0.0,0.92538893,0.0,0.09360936
1985-09-17,5,-0.21684673,0.2570438,0.036238723,0.25308546,0.71067584,0.0,0.0,-0.3126005,-0.20756404,-0.20756404,-0.48565453,-0.3126005,-0.18975173
1985-09-18,7,0.4303196,0.5503939,0.53986615,0.109546565,0.35058728,0.42857143,0.0,0.22796732,0.45757228,0.4290637,0.69148064,0.22796732,-0.044461016
1985-09-21,5,0.50017655,0.5918466,0.60323477,0.103058256,0.29370698,0.6,0.0,0.5461001,0.5113992,0.16032287,0.9318773,0.5461001,0.23550987
1985-09-22,4,0.35257137,0.35853058,0.4071514,0.05458004,0.53826857,0.25,0.0,0.43712908,0.41942453,0.52147084,0.41942453,0.43712908,0.15035327
1985-09-23,3,0.14151867,0.6932509,0.332482,0.19096337,0.47655463,0.33333334,0.0,0.14151867,0.14151867,0.14151867,0.44686133,0.14151867,-0.23525886
1985-09-24,5,-0.07641895,0.34095848,0.13377552,0.21019447,0.65603,0.0,0.0,-0.26613003,-0.13785836,-0.09464019,-0.31173927,-0.26613003,0.124793805
1985-09-28,5,-0.24379489,0.3328904,0.05797317,0.30176806,0.6402587,0.0,0.2,-0.043336786,0.16032287,0.16032287,-0.41684613,-0.043336786,-0.12842742
1985-09-29,8,0.067314565,0.37457088,0.18997906,0.1226645,0.6873565,0.125,0.0,0.0046569677,0.39725927,0.10201448,-0.054133017,0.0046569705,0.18043375
1985-09-30,6,0.068651386,0.46519178,0.20360672,0.13495533,0.6614379,0.16666667,0.0,-0.19381799,0.08320146,-0.44863573,-0.2032634,-0.19381799,-0.17751318
1985-10-01,3,0.04171856,0.41221854,0.18885787,0.14713931,0.66400284,0.0,0.0,0.0,0.071308665,0.0,0.43834475,0.0,-0.38449773
1985-10-02,4,0.0061780224,0.15157324,0.07708775,0.07090973,0.8520025,0.0,0.0,-0.09808761,-0.20960277,-0.20960277,-0.022965759,-0.09808761,0.09360936
1985-10-05,3,-0.16075443,0.2992807,0.038120884,0.19887531,0.7630038,0.0,0.0,0.013427559,0.0,-0.50633025,0.013427559,0.013427559,0.01063942
1985-10-06,5,0.06629738,0.70224535,0.30071783,0.23442046,0.46486172,0.2,0.2,0.15603553,-0.017525852,0.11497566,-0.94602746,0.1560355,0.707067
1985-10-07,4,0.45019457,0.5512159,0.49847877,0.04828421,0.453237,0.5,0.0,0.6430647,0.91097575,0.49865836,0.9318773,0.6430647,0.49865836
1985-10-08,6,0.016127286,0.4781014,0.18639761,0.17027032,0.64333206,0.16666667,0.0,-0.31177363,-0.18407953,-0.25226352,-0.29889634,-0.31177363,-0.31177363
1985-10-09,8,0.17444068,0.454395,0.27533525,0.10089457,0.62377024,0.125,0.125,0.18855654,-0.028509632,-0.059217036,0.15954272,0.18855655,0.1491152
1985-10-12,2,0.062820144,0.091157086,0.08935674,0.0265366,0.88410664,0.0,0.0,-0.0016376488,0.0,-0.0016376488,0.12727794,-0.0016376488,-0.0016376488
1985-10-13,3,-0.10382571,0.26421145,0.06257813,0.16640383,0.771018,0.0,0.0,0.08634097,-0.40551293,0.08634097,-0.40551293,0.08634097,0.08634097
1985-10-14,5,0.35843855,0.6144856,0.4921731,0.1337346,0.37409228,0.4,0.0,-0.15123087,-0.40551293,-0.15123087,0.259938,-0.15123087,0.42410555
1985-10-15,5,0.092164196,0.2480202,0.14552602,0.053361826,0.8011122,0.0,0.0,0.25829288,0.0,0.24747719,0.013427559,0.25829288,0.17451556
1985-10-16,8,0.082908325,0.5604413,0.29219446,0.20928612,0.49851942,0.25,0.0,0.47286502,0.051383752,-0.006537461,0.4140426,0.47286507,-0.023175558
1985-10-19,8,-0.02590683,0.25909072,0.10985574,0.13576257,0.7543817,0.0,0.0,-0.12509587,0.16057312,-0.06539773,0.05868073,-0.12509589,-0.10223634
1985-10-21,4,-0.11610529,0.20074303,0.042863514,0.1589688,0.7981677,0.0,0.0,-0.15123087,0.06361259,-0.15123087,0.06361259,-0.15123087,-0.2678643
1985-10-22,3,-0.10238353,0.2687166,0.06394095,0.1663245,0.76973456,0.0,0.0,0.0,-0.40551293,-0.008203844,-0.40551293,0.0,0.0
1985-10-23,5,-0.21440771,0.19509672,0.035288073,0.24969578,0.7150161,0.0,0.0,-0.17793858,-0.17491154,-0.29740775,0.06099975,-0.17793858,-0.28325957
1985-10-26,2,-0.4016205,0.21867143,0.02499023,0.4266107,0.54839903,0.0,0.0,-0.24699645,0.0,0.0,-0.24699645,-0.24699645,-0.55624455
1985-10-27,3,-0.014585632,0.5496438,0.20296429,0.21754992,0.5794858,0.0,0.33333334,0.27146944,0.27146944,0.27146944,-0.038632274,0.27146944,0.27146944
1985-10-28,3,-0.23905696,0.28315157,0.028852345,0.26790932,0.7032383,0.0,0.0,0.0,-0.011769392,0.0,-0.08046317,0.0,-0.55624455
1985-10-29,4,0.18808384,0.3607174,0.2650244,0.07694055,0.6580351,0.0,0.0,0.09720053,0.1161105,-0.20960277,0.060877223,0.09720053,0.0
1985-10-30,5,-0.038244884,0.44830012,0.16309777,0.20134266,0.63555956,0.2,0.0,-0.21694106,-0.24465853,0.23976758,-0.11435522,-0.21694106,-0.18533307
1985-11-02,7,0.0016210845,0.45799777,0.17368262,0.17206155,0.65425587,0.14285715,0.0,-0.12253824,-0.12253823,-0.09395464,0.34231365,-0.12253824,-0.25218514
1985-11-03,8,0.22082055,0.51774734,0.32822907,0.107408516,0.5643624,0.25,0.125,0.36323264,0.02332469,0.36323264,-0.089740984,0.36323264,0.6391665
1985-11-04,7,0.26405996,0.45828876,0.31231537,0.048255403,0.6394292,0.2857143,0.0,0.31265303,0.00020368025,0.46533173,0.031972248,0.31265303,0.49339747
1985-11-05,5,-0.26216707,0.3243901,0.04257586,0.30474293,0.65268123,0.0,0.2,-0.27273446,-0.1886477,-0.27273446,-0.26269948,-0.27273446,-0.24655932
1985-11-06,4,0.36794996,0.543091,0.48240364,0.11445367,0.40314266,0.25,0.0,0.707067,0.6765697,0.707067,0.0,0.707067,0.3432121
1985-11-09,3,-0.13518216,0.6007334,0.18180548,0.31698763,0.5012069,0.0,0.33333334,-0.17491154,-0.17491154,-0.17491154,0.0,-0.17491154,0.15475914
1985-11-10,6,0.50877434,0.46211678,0.5228583,0.014083992,0.46305764,0.5,0.0,0.0,0.06746063,0.0,0.09544526,0.0,0.92952216
1985-11-11,6,-0.18318957,0.26228335,0.06253561,0.24572517,0.69173926,0.0,0.0,-0.21531172,-0.21587849,-0.0616309,-0.31814346,-0.21531172,-0.14907838
1985-11-12,4,0.12760308,0.40496776,0.2501562,0.1225531,0.6272907,0.0,0.0,0.14893326,0.31010544,0.14893326,0.26059243,0.14893326,-0.005386248
1985-11-13,5,0.33765167,0.537221,0.41052848,0.07287683,0.51659465,0.4,0.0,0.9293341,0.5647412,0.3980454,0.65197825,0.9293341,0.9293341
1985-11-17,6,0.17697906,0.4455188,0.2693969,0.092417836,0.63818526,0.16666667,0.0,0.13878232,0.3360038,0.13878232,0.5063089,0.13878234,0.05323963
1985-11-18,1,0.40913147,0.0,0.42377144,0.014639983,0.5615886,0.0,0.0,0.40913147,0.40913147,0.40913147,0.0,0.40913147,0.40913147
1985-11-19,2,-0.68218386,0.3912718,0.025963876,0.70814776,0.26588836,0.0,0.5,0.0,-0.40551293,-0.9588548,-0.40551293,0.0,0.0
1985-11-20,6,0.025290824,0.09787488,0.07017385,0.044883024,0.8849432,0.0,0.0,0.013427559,0.0,-0.008203844,-0.06786469,0.013427559,0.09455601
1985-11-23,4,0.0066925883,0.6833143,0.3100686,0.30337605,0.38655537,0.25,0.25,-0.41990396,0.44216368,0.14983572,0.0,-0.41990396,-0.41990396
1985-11-24,8,0.24760036,0.3740399,0.29364562,0.04604527,0.6603091,0.125,0.0,-0.006061202,0.24009518,0.07206768,0.14659381,-0.0060612,0.3493962
1985-11-25,6,0.5227342,0.5631189,0.620738,0.09800383,0.28125814,0.6666667,0.0,0.44220334,0.8697479,0.6145032,0.5941651,0.44220334,0.56302637
1985-11-26,2,0.10008776,0.009161835,0.11080551,0.010717757,0.87847674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09360936
1985-11-27,6,-0.1888297,0.20132917,0.037476234,0.22630595,0.7362178,0.0,0.0,-0.3184225,-0.1837151,-0.21501629,-0.311227,-0.3184225,-0.26352337
1985-11-30,4,-0.25087583,0.2551674,0.043342784,0.29421863,0.66243863,0.0,0.0,0.06099975,-0.45538902,0.0,-0.17225659,0.06099975,-0.15372507
1985-12-01,6,0.2805648,0.351891,0.30078885,0.020224033,0.6789871,0.16666667,0.0,0.09462199,0.054001495,0.3667499,0.102903016,0.09462199,0.22146004
1985-12-02,5,0.057715844,0.41010925,0.21326903,0.15555319,0.6311778,0.0,0.0,-0.043708384,-0.34305388,-0.34305388,0.16902077,-0.043708384,-0.06660085
1985-12-03,3,-0.19108482,0.3858118,0.049716417,0.24080123,0.7094824,0.0,0.33333334,-0.63477,-0.63477,-0.28462544,-0.31938675,-0.63477,0.0
1985-12-04,5,0.013477844,0.6551278,0.25123775,0.2377599,0.51100236,0.2,0.2,0.12333192,-0.030915663,-0.21194851,0.35161737,0.12333192,0.12333192
1985-12-07,3,0.546046,0.15842772,0.5584329,0.012386873,0.42918023,0.33333334,0.0,0.45928136,0.45928136,0.546046,0.50943124,0.45928136,0.45928136
1985-12-08,4,0.56493473,0.72507846,0.7152209,0.1502862,0.13449284,0.75,0.0,-0.52267337,0.0,0.92336786,-0.52267337,-0.52267337,0.92952216
1985-12-09,4,0.09466171,0.9822045,0.48366094,0.38899925,0.12733977,0.5,0.25,-0.7417301,-0.9607868,-0.9607868,-0.7417301,-0.7417301,0.9307045
1985-12-10,5,-0.21379879,0.291862,0.048347224,0.262146,0.6895068,0.0,0.0,-0.34879246,-0.013330097,-0.3406209,-0.2295304,-0.34879246,-0.17491154
1985-12-11,5,0.71232736,0.48275352,0.7598555,0.047528166,0.19261628,0.8,0.0,0.5699764,0.93058,0.65832424,0.93058,0.5699764,0.56881434
1985-12-14,7,0.43777508,0.44530433,0.46885368,0.031078607,0.5000677,0.42857143,0.0,-0.02523674,0.26043394,0.21322697,-0.02641969,-0.02523674,0.61913556
1985-12-15,5,0.4524005,0.47521374,0.50533915,0.052938603,0.44172224,0.4,0.0,0.8391919,0.7115334,0.3529743,0.7115334,0.8391919,0.48608956
1985-12-16,7,0.0072528636,0.48746333,0.1705149,0.16326204,0.66622305,0.14285715,0.14285715,0.2138097,0.49652106,0.17714198,0.3354899,0.2138097,-0.015391779
1985-12-17,3,0.349138,0.50615704,0.37134424,0.022206256,0.6064495,0.33333334,0.0,0.0,0.0,-0.008203844,0.12727794,0.0,0.92833984
1985-12-18,6,0.46648964,0.50820214,0.5045091,0.03801946,0.45747146,0.5,0.0,0.92142653,0.28005174,0.91097575,0.49774495,0.92142653,0.5032392
1985-12-21,8,-0.2744184,0.44611382,0.08681321,0.36123165,0.55195516,0.0,0.375,-0.13681169,-0.108670846,-0.30946538,-0.23975775,-0.13681169,0.115053035
1985-12-22,5,0.48956126,0.6151564,0.59253883,0.10297755,0.3044836,0.6,0.0,0.91097575,0.47528568,0.91097575,-0.40551293,0.91097575,0.6443083
1985-12-23,6,-0.070037484,0.1078135,0.034140307,0.104177795,0.86168194,0.0,0.0,-0.103388876,-0.0054993983,-0.05551968,-0.102533884,-0.103388876,-0.05886161
1985-12-24,4,-0.04458587,0.6572967,0.25824964,0.30283552,0.43891487,0.25,0.0,-0.36867058,0.08052016,-0.36867055,0.35536358,-0.36867058,-0.36867055
1985-12-28,5,0.27925965,0.42892084,0.32535177,0.04609209,0.62855613,0.2,0.0,0.3374137,0.5069394,0.21974945,0.102903016,0.3374137,0.4755462
1985-12-29,6,0.18713641,0.4666501,0.2852209,0.09808446,0.6166947,0.16666667,0.0,0.01812452,0.17845707,-0.44863573,0.023964517,0.01812452,-0.44863573
1985-12-30,4,0.7919752,0.25897112,0.80971533,0.017740104,0.17254457,0.75,0.0,0.9182772,0.919322,0.9182772,0.9276682,0.9182772,0.9182772
1985-12-31,6,0.15783228,0.3772245,0.19080824,0.032975957,0.77621585,0.16666667,0.0,0.0058949552,0.46638408,-0.004920746,0.47054788,0.0058949552,0.0045008855
1986-01-01,5,0.06648897,0.25004703,0.13359603,0.06710707,0.799297,0.0,0.0,0.087045796,-0.053378265,-0.11187369,0.16655384,0.087045796,-0.17491154
1986-01-04,4,0.26761007,0.43235597,0.29485002,0.027239965,0.67791003,0.25,0.0,0.0160783,0.0160783,0.3143874,0.06296344,0.0160783,0.0160783
1986-01-05,5,0.40488014,0.48162764,0.42444277,0.019562619,0.55599463,0.4,0.0,0.4965468,0.033158123,0.061216265,0.4965468,0.4965468,0.36247444
1986-01-06,4,0.048957396,0.038169537,0.070472084,0.02151469,0.9080132,0.0,0.0,0.033507653,0.034073405,0.033507653,0.06361259,0.033507653,0.063558504
1986-01-07,3,0.05473547,0.37956014,0.18171592,0.12698045,0.6913037,0.0,0.0,-0.17491154,-0.17491154,-0.17491154,0.0,-0.17491154,0.054735467
1986-01-08,4,0.30188325,0.76536626,0.48825774,0.1863745,0.32536772,0.5,0.25,-0.63477,-0.3232697,0.14429894,-0.3232697,-0.63477,0.9307045
1986-01-11,5,0.37154236,0.4151262,0.41930646,0.047764085,0.5329295,0.2,0.0,0.5549826,0.0,0.0,0.74018574,0.5549826,0.13538703
1986-01-12,4,-0.1247795,0.2517609,0.060952716,0.18573222,0.75331503,0.0,0.0,-0.20189472,0.061216265,-0.17934385,-0.09289009,-0.20189472,-0.17934385
1986-01-13,7,-0.19067861,0.38657057,0.064948626,0.25562721,0.67942417,0.0,0.14285715,-0.39630836,-0.39630836,-0.2669402,-0.5510483,-0.39630836,-0.12596664
1986-01-14,5,-0.34725222,0.31280577,0.026213866,0.37346607,0.60032004,0.0,0.4,-0.40484077,-0.34394524,-0.40484077,-0.4284621,-0.40484077,-0.082136065
1986-01-15,6,0.14549421,0.6563849,0.33835185,0.19285762,0.46879053,0.33333334,0.16666667,-0.056955896,0.37274137,-0.17491154,-0.044078596,-0.056955896,0.37789646
1986-01-18,6,0.44354165,0.33650666,0.46206903,0.018527398,0.5194035,0.33333334,0.0,0.47341272,0.63083315,0.47341272,0.5144339,0.47341272,0.31915495
1986-01-19,3,-0.42615023,0.18296471,0.027872095,0.45402232,0.51810557,0.0,0.0,-0.21694106,-0.3611031,-0.21694106,-0.21694106,-0.21694106,-0.3865928
1986-01-20,5,-0.021830635,0.31410354,0.1231179,0.14494853,0.7319336,0.0,0.0,-0.02231595,-0.44863573,-0.44863573,-0.016211817,-0.02231595,-0.16971783
1986-01-21,5,0.15392768,0.48641205,0.28326747,0.12933978,0.5873927,0.2,0.0,-0.17321338,0.01723356,0.04998382,-0.048835833,-0.17321338,-0.23540215
1986-01-22,5,-0.071831144,0.13027932,0.04327216,0.115103304,0.84162456,0.0,0.0,-0.18041682,-0.02489384,-0.16469233,-0.0729951,-0.18041682,-0.15123087
1986-01-25,6,0.008575968,0.637391,0.27442607,0.2658501,0.45972386,0.16666667,0.33333334,0.17711973,0.3383041,0.17711973,0.29004115,0.17711973,-0.17491154
1986-01-26,8,-0.047849,0.42856914,0.1468983,0.1947473,0.6583544,0.125,0.0,-0.20505613,-0.3611031,-0.16713841,-0.23196876,-0.20505613,-0.107172415
1986-01-27,6,0.09536195,0.4267839,0.23633802,0.14097609,0.62268585,0.16666667,0.0,-0.14415643,-0.14091532,0.14375418,-0.29889634,-0.14415643,0.045395434
1986-01-28,8,-0.32105318,0.2849893,0.037288155,0.35834134,0.60437053,0.0,0.125,-0.31640574,-0.21704909,-0.31095803,-0.22140115,-0.31640574,-0.08655089
1986-01-29,1,-0.15372507,0.0,0.017791295,0.17151637,0.8106923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15372507
1986-02-01,7,-0.052142184,0.5039016,0.170386,0.22252819,0.6070858,0.14285715,0.14285715,-0.08082255,-0.3467747,-0.41838917,0.052890748,-0.08082254,-0.1921861
1986-02-02,4,-0.46184143,0.32241833,0.03170183,0.49354324,0.4747549,0.0,0.5,0.0,0.0,0.0,-0.5866958,0.0,-0.27280256
1986-02-03,4,0.35782957,0.41633788,0.38053942,0.022709856,0.59675074,0.25,0.0,0.41942486,0.6699096,0.41942486,0.20771065,0.41942486,0.09550266
1986-02-04,6,0.09513542,0.40934762,0.180254,0.08511857,0.7346275,0.16666667,0.0,0.17836237,0.14139721,0.17295453,-0.06584209,0.17836237,0.45481235
1986-02-05,4,-0.09713807,0.41737157,0.1419114,0.23904946,0.6190392,0.0,0.0,0.03890428,-0.3611031,-0.18408597,0.13397186,0.03890428,-0.18408597
1986-02-08,5,-0.08697159,0.5327379,0.14747013,0.23444171,0.6180881,0.0,0.2,0.30757827,-0.31117693,0.30757827,-0.9594206,0.30757827,0.21966524
1986-02-09,4,0.2705928,0.61998856,0.4152791,0.1446863,0.4400346,0.25,0.0,0.0,0.56970316,-0.50633025,0.92538893,0.0,0.09360936
1986-02-10,4,-0.15591606,0.302114,0.07371301,0.22962908,0.6966579,0.0,0.0,-0.17286636,-0.17286636,-0.17286636,-0.17286636,-0.17286636,-0.41656673
